"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"19","RayQuawndis Mitchell","Illinois Chicago","Horz",51.2,95.5,16.2,45.5,1.7,9.5,6.1,13.3,0.2,0.6,22.1,"Jr","5-Jun","UMKC",-1.49526
"20","Alem Huseinovic","Nevada","MWC",15.1,78,11.9,36,3.9,7.6,2.8,29,0,1.9,48,"So","4-Jun","Rice",-1.13933
"21","Efton Reid","LSU","SEC",48.7,96.6,17.8,53.2,8.6,15.9,4.8,22.5,5.4,1.4,15.5,"Fr","11-Jun","Gonzaga",2.46659
"22","Kendric Davis","SMU","Amer",83.5,115.8,27.6,53.1,1.7,9.5,28,16.3,0.3,2.6,48.7,"Sr","Jun-00","Memphis",1.57383
"23","Marcus Williams","Texas A&M","SEC",40.7,83.9,24,41.4,1.6,8.8,27.1,26.9,0.5,2.9,19.2,"So","2-Jun","San Francisco",0.312848
"24","Wayne Bristol Jr.","Howard","MEAC",78.5,95.3,22.5,49.2,3.3,11.6,12.9,21.4,1.4,1.4,32,"Fr","6-Jun","Georgetown",-4.08485
"25","Kyler Filewich","Southern Illinois","MVC",28.1,96.6,22.4,52.4,6.8,25.8,7.2,16,2,0.8,29.1,"So","9-Jun","Wofford",-0.0873777
"26","Sheldon Edwards","Valparaiso","MVC",64.1,101.8,24.1,52.3,2.1,17.9,9.9,14.4,3.6,2.7,22.5,"So","4-Jun","Loyola Chicago",0.316585
"27","Shon Robinson","San Jose St.","MWC",52.2,96.8,20.7,52.1,4.7,20.9,12.8,21.9,3.5,1.9,29.8,"So","9-Jun","Austin Peay",0.414278
"28","Victor Enoh","Marist","MAAC",42.6,99,11.7,50,11.8,16.5,3,25.6,3.9,1,55.2,"Sr","7-Jun","UNC Wilmington",0.0556534
"29","Abdoulaye Thiam","Minnesota","B10",4,60.4,25.9,25,2.4,7.3,7.7,24,0,2.5,25,"Fr","3-Jun","High Point",-2.44204
"30","Eric Hunter Jr.","Purdue","B10",63.9,113.5,13.1,56.1,2.5,7,12.7,20.1,0.1,1.5,31.2,"Sr","4-Jun","Butler",1.0366
"31","Brandon Rush","Fairleigh Dickinson","NEC",65.8,97,27.6,45.7,2.2,10.2,15.4,15.5,0.3,1.6,25.1,"Jr","3-Jun","Youngstown St.",-3.80165
"32","Hayden Brown","The Citadel","SC",78.5,106.8,28.5,54.9,7.3,24.1,14.2,14.1,0.6,1.8,45.9,"Sr","5-Jun","South Carolina",-0.839548
"33","AJ Neal","Long Beach St.","BW",5.7,81.2,22.8,47.5,1.6,1.7,2.7,24.1,0,1.6,75,"Fr","1-Jun","Chicago St.",-3.25478
"34","Jalen Gabbidon","Yale","Ivy",71,104.3,20.6,54.2,3.8,10.1,10.2,21.2,1.6,2.7,44.9,"Sr","5-Jun","Colorado",1.71605
"35","Dontaie Allen","Kentucky","SEC",9.3,93.8,19.7,35.6,5.5,14.9,7.5,9.3,2.5,0.9,7.7,"So","6-Jun","Western Kentucky",-0.403749
"36","Shaun Williams","Cal St. Bakersfield","BW",12.7,74,27,35.7,0.9,13.5,17.7,21.7,1.1,3.4,3.6,"So","3-Jun","Illinois Chicago",0.3674
"37","Saquan Singleton","New Mexico","MWC",37.8,98.8,14.8,57.7,4.3,13.5,12.1,20.8,1.8,2.3,62.8,"Sr","6-Jun","George Mason",1.18907
"38","Noah Taitz","Stanford","P12",15.5,98.7,17,51.7,1.2,12.3,10.3,19.4,0,1.5,10.3,"So","3-Jun","Loyola Marymount",-0.17234
"39","Akolda Mawein","Oklahoma","B12",4.6,110.7,20,59.4,14.5,24.4,12.4,22.9,0,2.7,25,"Jr","8-Jun","Sacramento St.",2.97806
"40","Ethan Wright","Princeton","Ivy",82.1,115.1,20.9,59.7,3.9,21.3,9.2,13.4,0.8,1.9,15.1,"Sr","4-Jun","Colorado",-0.537686
"41","Derek Fountain","Mississippi St.","SEC",15.2,97.3,14.9,36.4,6.4,19,9.5,15.4,3.6,3.2,40.9,"So","9-Jun","LSU",2.86206
"42","Jalen Hawkins","Norfolk St.","MEAC",65.4,104.4,22.7,53.2,2.7,11.3,12.1,18.1,0.8,2.6,41.3,"Sr","2-Jun","Morehead St.",0.275693
"43","Darius Beane","Cal St. Northridge","BW",43.3,82.6,17.4,37.1,3.9,11.2,6.6,18.7,0.7,2,27.5,"Sr","3-Jun","Lindenwood",-2.03402
"44","Ethan Igbanugo","North Dakota","Sum",55.3,92.6,21.4,43.3,1.2,11.1,10.1,13,1,0.7,36.7,"Sr","2-Jun","Cal St. Northridge",-3.65421
"45","Matija Svetozarevic","Portland","WCC",15.4,94.3,15.4,38.9,3.6,15,8.3,16.8,0.6,1.1,31.1,"Fr","8-Jun","Hawaii",-0.436973
"46","Hassan Diarra","Texas A&M","SEC",37.3,93.4,23.7,43.8,1.2,12.3,17.5,21.4,1.6,2.5,36.8,"So","2-Jun","Connecticut",1.30556
"47","Austin Harvell","Tennessee Tech","OVC",2.1,77.8,16.3,31.3,4.2,21.7,13,13.5,21,2.2,0,"Fr","6-Jun","Alabama A&M",4.69161
"48","Josh Taylor","Georgia","SEC",3.1,90.8,14.6,62.5,6.1,14.5,0,29.4,0,2.9,25,"So","9-Jun","East Tennessee St.",-0.700734
"49","Malachi Rhodes","Bucknell","Pat",31.4,85.2,21.9,50.5,9.4,27.3,8.6,28.7,3,1.1,42.4,"Jr","8-Jun","McNeese St.",-2.4566
"50","John Ojiako","Virginia Tech","ACC",8.6,122.2,21,59.4,21.3,19.3,3.3,16.9,6.7,0,34.4,"Jr","10-Jun","George Mason",0.627885
"51","Devon Hancock","Milwaukee","Horz",26.2,86.1,14.4,43.8,1.1,8.7,6.6,18.9,0,0.5,17.8,"Fr","3-Jun","Louisiana Monroe",-2.88352
"52","Jayden Stone","Grand Canyon","WAC",8.7,121.7,18.5,61.4,5.5,11.5,11.7,19.1,0,1.2,77.3,"So","4-Jun","Detroit",0.462608
"53","Aaron Cash","Texas A&M","SEC",26.8,119.6,10.5,52.3,13.3,14.9,3.9,10.5,5,2.2,24.6,"Jr","6-Jun","UT Arlington",2.12743
"54","Grant Slatten","Mississippi","SEC",1.2,56.5,30.9,40,7.8,8.2,13.9,38.6,0,8,20,"Fr","5-Jun","Tennessee Tech",1.38655
"55","Robbie Armbrester","Houston","Amer",4.1,74,21.4,53.1,1.8,14.4,2.8,22.6,0,5.9,81.3,"Fr","4-Jun","Stephen F. Austin",3.86813
"56","Deuce Turner","Bucknell","Pat",45.6,85.8,27.2,39,1.7,9.7,15.7,21.2,0.4,2.7,50.6,"Fr","2-Jun","San Diego",-1.86494
"57","Tristen Newton","East Carolina","Amer",86.3,106.4,27.9,49.9,2.7,13,34.4,20.7,1,2.4,45.6,"So","5-Jun","Connecticut",0.75431
"58","Trace Young","Alabama St.","SWAC",41.8,92.5,25.1,51.3,2.7,21.4,12.4,25.2,3.8,1.8,22.2,"Jr","8-Jun","Jackson St.",-0.702541
"59","Austin Johnson","UC Irvine","BW",54.5,108.7,14.9,51,8.9,22.6,1.7,16.4,12.4,0.5,32.7,"Jr","9-Jun","North Carolina A&T",4.06782
"60","Nick Hittle","Indiana St.","MVC",7.4,119.3,14.8,60.4,1.5,16.5,5,4.6,0,0,8.3,"Fr","10-Jun","Southern Indiana",0.244773
"61","Adong Makuoi","Northern Illinois","MAC",42.1,94.7,20.6,53,10.2,12.9,3.6,20.7,2.7,1.4,46.2,"Sr","9-Jun","Tennessee St.",-0.900192
"62","DQ Nicholas","Southeast Missouri St.","OVC",49.7,117.4,16.8,56.8,2.1,14.6,14.4,14.9,0.4,1.6,55.7,"So","1-Jun","Gardner Webb",-1.2131
"63","Derrick Carter-Hollinger","Montana","BSky",53,100,16.4,52.6,3.7,10.7,8.7,16.5,3.4,1.6,33.3,"Jr","5-Jun","Bethune Cookman",0.418885
"64","Max Klesmit","Wofford","SC",77.8,108,24.2,53.3,1.9,10.9,12.6,16.2,0.5,3,28.6,"So","3-Jun","Wisconsin",0.500308
"65","Souleymane Koureissi","Richmond","A10",4,62.2,23.9,33.3,4,5.9,11.9,37.4,0,1,75,"Sr","9-Jun","Radford",-4.107
"66","Austin Patterson","Wofford","SC",59.8,115.9,12.5,62.1,0.6,13.7,8.9,18.6,0.6,2.9,30.6,"Fr","3-Jun","Sacramento St.",1.92138
"67","Bubba Parham","Georgia Tech","ACC",3.3,39.4,7.6,0,0,2.9,15.7,0,0,4.3,0,"Sr","10-May","Samford",2.71964
"68","Andrew Carr","Delaware","CAA",70.4,112.8,18.5,60.2,7.9,14,8.8,18.6,4.1,1.8,46.7,"So","9-Jun","Wake Forest",0.627946
"69","Marcus Dockery","Maryland","B10",2.7,103.1,22.5,50,6.6,3.2,12.2,15,0,0,25,"So","2-Jun","Howard",-3.93737
"70","Mihai Carcoana","Toledo","MAC",12.7,101,20.1,48,14.3,21.6,2,16.9,4.5,0.3,30.6,"Fr","11-Jun","South Dakota",-1.27054
"71","Kolby Lee","BYU","WCC",22,110.3,19.5,54.6,8,14.5,13,15.2,0,0.7,9.2,"Jr","9-Jun","Idaho St.",1.45903
"72","Adam Miller","Illinois","B10",63,101.5,15.6,50.4,1.4,10.4,5.2,15,0.1,1.3,16.5,"Fr","3-Jun","LSU",1.61871
"73","Tommy Bruner","Jacksonville","ASun",15.9,91.9,25.1,46.2,0.7,10.5,17.3,22.3,0,3.4,9.1,"So","1-Jun","Denver",1.42191
"74","Rondel Walker","Oklahoma St.","B12",54.5,93.1,13.1,44.2,1.9,10.9,9.1,20.5,0.7,4.2,18.7,"So","4-Jun","TCU",5.07347
"75","Connor Kochera","William & Mary","CAA",80.1,90.6,19.8,44.9,2.8,14.3,11.3,18.5,0.2,2.1,21.7,"So","5-Jun","Davidson",-0.740833
"76","Noah Freidel","South Dakota St.","Sum",28.5,105.4,28.1,54.6,2.8,9,6.7,13.7,1.7,1.2,31,"So","4-Jun","James Madison",-2.23622
"77","Aidan McCool","Maryland","B10",0.5,269.8,8.6,0,0,18.9,27.2,0,0,0,0,"So","3-Jun","Louisville",-0.339284
"78","Tre Mitchell","Texas","B12",32.6,107.2,26,52.5,8.2,18,15.9,18.7,4.3,2.4,31.1,"Jr","9-Jun","West Virginia",3.43498
"79","Kaosi Ezeagu","Kansas St.","B12",25.3,111.2,17,68.5,10.2,15,2.6,20.9,3.1,1.1,98.1,"Jr","10-Jun","Sam Houston St.",1.0573
"80","Liam Lloyd","Grand Canyon","WAC",4.3,55,20.7,28.6,2.2,14.8,3.7,34.5,2.1,1.2,21.4,"So","5-Jun","Northern Arizona",-1.97381
"81","Fardaws Aimaq","Utah Valley","WAC",85.4,104.5,28.7,49.9,10.4,31.6,12.5,16.7,4,1.1,43.1,"So","11-Jun","Texas Tech",1.14162
"82","CJ Fredrick","Iowa","B10",53.5,127.8,12.3,59.2,0.8,3.6,12.3,6.9,0.6,0.8,22.4,"So","3-Jun","Kentucky",0.253544
"83","Ryan Wade","Central Michigan","MAC",7.1,71.2,4.5,21.4,1.3,6.8,6.3,0,0,2.1,14.3,"Jr","2-Jun","Green Bay",-0.825939
"84","Andre Kelly","California","P12",49.2,119.2,20.7,61.2,7.5,24.9,7.2,11.3,1.9,1.1,25.9,"Sr","9-Jun","UC Santa Barbara",1.54157
"85","Keonte Kennedy","UTEP","CUSA",45.3,99.3,24.1,48.8,4.8,15.9,11.2,13.1,1.1,3.1,26,"So","5-Jun","Memphis",1.13345
"86","Taylor Funk","Saint Joseph's","A10",82.5,112.9,17.9,53.8,4.6,15.8,9.8,13.7,0.9,1.4,24,"Sr","8-Jun","Utah St.",0.948543
"87","Chase Johnston","Stetson","ASun",84.3,106.8,21.2,53.5,1.5,7.8,9.1,13,0.4,2.3,16.1,"So","2-Jun","Florida Gulf Coast",-0.988322
"88","Devan Cambridge","Auburn","SEC",46.9,105.5,15,45.8,9.2,10,5.6,13.3,1.7,1.6,21.8,"Jr","6-Jun","Arizona St.",0.911551
"89","Nelly Cummings","Colgate","Pat",73.9,101.4,26.8,46.3,2,8.6,20.5,16.2,0,2.1,30.6,"Sr","Jun-00","Pittsburgh",-1.94533
"90","Jermaine Couisnard","South Carolina","SEC",53.4,93,28.6,46.9,2.3,8.8,27.3,23.9,0.3,2.4,29.5,"Jr","4-Jun","Oregon",0.0581494
"91","Dardan Kapiti","Florida Atlantic","CUSA",4.2,97.2,21.6,41.2,18.4,11.5,0,15.6,6.3,3.4,23.5,"So","10-Jun","Eastern Kentucky",0.770747
"92","Jaylin Hunter","Old Dominion","CUSA",85.9,100.2,17.9,45.7,1.9,10.6,22.7,21.1,1.1,2.7,24.9,"So","Jun-00","Ohio",0.994741
"93","Lahat Thioune","Utah","P12",25,101.3,19.5,60.9,11.8,22.7,6.1,31.1,1.7,1.5,36.2,"Jr","10-Jun","UCF",0.133512
"94","Joe Quintana","Loyola Marymount","WCC",81.7,113.9,18.4,54.2,1,11.2,10.5,13.2,0.4,1.9,28.1,"Sr","2-Jun","Cal Baptist",-0.933824
"95","Hason Ward","VCU","A10",45.9,99.4,18.4,55.3,9.3,18.6,8.2,22.6,8.5,2.6,19.7,"Jr","9-Jun","Iowa St.",4.3041
"96","Tyler Cochran","Ball St.","MAC",67.5,97.8,24.8,48.4,6.9,16.7,17.4,21.2,0.4,4.1,35.2,"Jr","2-Jun","Toledo",0.829306
"97","Noah Waterman","Detroit","Horz",45.8,113.6,15.6,56.4,5,15.2,3.7,13.4,3.3,1.8,18,"Jr","11-Jun","BYU",-1.04656
"98","Seny Ndiaye","West Virginia","B12",1.7,48.9,11.1,0,19.3,26.7,0,45.7,15,0,0,"So","10-Jun","USC Upstate",2.56469
"99","Elijah Parquet","Colorado","P12",39.9,104.7,12.8,48.5,2.3,7,8.8,16.4,2.7,1.5,41.2,"Sr","4-Jun","UNLV",2.0382
"100","Theo Akwuba","Louisiana Lafayette","SB",51,109,18.2,55.3,13.1,20.7,6,20.4,8.4,1.1,51.1,"Jr","11-Jun","Mississippi",1.40441
"101","Joe Kasperzyk","Southeastern Louisiana","Slnd",48.4,97.9,28.1,52.1,3.4,6,20.4,24.8,0.5,3.6,47.7,"Jr","3-Jun","Niagara",-1.64012
"102","John Camden","Memphis","Amer",0.2,0,0,0,0,52.6,0,0,0,0,0,"Fr","8-Jun","Virginia Tech",0.315098
"103","Jordan Wilmore","Missouri","SEC",8,74,19.9,44.4,8,17.2,4.1,29.1,6.5,1.2,22.2,"So","3-Jul","Northwestern St.",1.22062
"104","Zool Kueth","Northern Illinois","MAC",38.3,92,15.2,40.1,4.7,9,3,15,3.5,1.3,30.2,"Sr","7-Jun","Tennessee St.",-0.489317
"105","Jaylan Gainey","Brown","Ivy",61.9,125.8,15.1,71.5,9.6,22.8,3.6,14.3,10.6,0.4,33.8,"Sr","9-Jun","Florida St.",1.61776
"106","Chance Hunter","Cal Baptist","WAC",42.8,89.4,20.5,46.8,5.4,14.5,9.3,17.5,1.6,0.9,23,"Jr","6-Jun","Cal Poly",-1.1741
"107","Cam Carter","Mississippi St.","SEC",16.7,91.1,18.3,45.3,2.1,8.9,20.5,27,1.6,2.9,30.2,"Fr","3-Jun","Kansas St.",1.39128
"108","Tyrone Perry","Lafayette","Pat",77,106.1,19.4,53.1,1.9,11.4,18.8,13.8,0.4,1.8,13.5,"Sr","2-Jun","Tennessee Tech",-2.27968
"109","Keion Brooks","Kentucky","SEC",59,111.2,21.3,50.5,7.3,12.9,7,14.8,2.7,1.6,32.6,"Jr","7-Jun","Washington",1.63174
"110","Gabe Wiznitzer","Louisville","ACC",2.4,100.2,3.7,100,0,14.7,5.5,51.7,3.6,0,0,"So","11-Jun","Ohio",3.71715
"111","Josh Earley","Tulsa","Amer",2.3,48.4,13.9,40,0,20.4,0,44.2,0,0,0,"Jr","7-Jun","Southeast Missouri St.",-2.98386
"112","Emmanuel Akot","Boise St.","MWC",69.7,95,21,48.9,1.3,11.1,17.6,21.7,1.3,1.3,27.7,"Sr","8-Jun","Western Kentucky",1.08624
"113","Tyzhaun Claude","Morehead St.","OVC",2.2,83.1,36.8,38.5,9.1,12.2,25.5,24.4,0,2.2,30.8,"So","8-Jun","Western Carolina",-1.14762
"114","Colby Rogers","Siena","MAAC",77.6,106.2,21.8,53.5,1.3,6.7,9.3,13.3,1.1,1.2,16.2,"Jr","4-Jun","Wichita St.",-1.6267
"115","Rod Brown","Jacksonville","ASun",30.5,99,16.4,49.2,10.7,13.2,10.6,22.5,0.9,1.7,27.7,"Jr","8-Jun","Tarleton St.",0.690522
"116","Earl Timberlake","Memphis","Amer",37.4,93,18.4,46.8,7,15.1,16.7,27.1,3.4,1.7,47.7,"So","6-Jun","Bryant",2.14603
"117","Alex Anderson","South Alabama","SB",59.5,102.8,15.1,51.1,6.6,8.6,8.9,17,1.5,1.1,41.5,"Fr","6-Jun","Alabama St.",-0.348359
"118","Keshaun Saunders","Toledo","MAC",25.8,95,13.9,53.3,2.7,8.3,5,24.1,0,0.5,12,"Jr","5-Jun","Portland St.",-1.80781
"119","Brendan McGuire","Quinnipiac","MAAC",33.3,106.2,16.2,45.8,3.8,14.2,25.6,18.8,2.4,1.2,33.7,"Jr","7-Jun","Sacred Heart",-0.0385898
"120","Alston Mason","Oklahoma","B12",7.8,58,23.6,31.8,2.5,6.7,6.6,32.3,0,4.4,18.2,"Fr","2-Jun","Missouri St.",-0.148178
"121","Bogdan Zimonjic","Florida Atlantic","CUSA",5.9,102.1,14.1,44.4,8.2,9.8,4.7,11.4,0,3.2,11.1,"Fr","5-Jun","Tennessee Tech",0.762334
"122","Russell Harrison","Louisiana Monroe","SB",78.7,110,17.8,56.1,2.6,16.6,7.6,13.1,1.5,1.5,19.3,"Sr","7-Jun","Oklahoma St.",-1.56044
"123","Riley Abercrombie","Rice","CUSA",17.8,103.7,17.1,56.3,2.7,13.3,10.2,21.5,0.9,0.5,21.4,"So","10-Jun","Northern Colorado",-1.65137
"124","D'Maurian Williams","Gardner Webb","BSth",80.8,104.6,23,49.7,1.7,14,17.2,14.7,0.5,1.6,25.7,"So","5-Jun","Texas Tech",0.308178
"125","Saba Gigiberia","Georgia Tech","ACC",8.9,86.6,21.5,46.4,9.5,23,17.6,26.8,6.1,2.6,28.6,"So","1-Jul","San Francisco",4.17076
"126","Brandon Martin","South Carolina","SEC",28.7,86.8,13,43.2,7.4,13,7.3,25.9,0.9,1.8,16.7,"Sr","5-Jun","Massachusetts",1.41259
"127","Keenan Fitzmorris","Stanford","P12",0.7,0,10.6,0,0,14.1,0,0,0,0,0,"So","Jul-00","Stony Brook",-1.60644
"128","Victor Hart","FIU","CUSA",6.9,55.8,20.9,26.2,1.4,16.4,4.4,30.2,1.4,0,47.6,"So","8-Jun","Southern Miss",-3.1594
"129","Javon Pickett","Missouri","SEC",75.3,98.8,19.9,45.8,3.2,8.3,13.2,16.1,0.5,1.7,26.5,"Sr","5-Jun","Saint Louis",-0.411507
"130","Lu'Cye Patterson","Missouri St.","MVC",65.9,108.2,16.8,49.3,2.7,9,14.1,14.1,1,1.3,36.3,"So","1-Jun","Charlotte",0.137015
"131","Gabe Dorsey","Vanderbilt","SEC",9.7,47.5,14.3,20.6,1.6,3.4,5.2,20.1,0.8,0,8.8,"Fr","6-Jun","William & Mary",-2.09691
"132","Tyree Corbett","Coppin St.","MEAC",47.1,98.5,28.2,49.4,12.3,23.9,10,14.6,3.8,1.2,42.4,"Jr","7-Jun","Denver",-1.34785
"133","Wynston Tabbs","Boston College","ACC",40.4,96.1,26,51.2,1,10.7,14.1,21.1,0.3,0.9,26.2,"Jr","2-Jun","East Carolina",-2.57064
"134","Bailey Conrad","Western Kentucky","CUSA",0.6,39.1,19.2,0,0,15.4,0,42.3,0,0,0,"So","7-Jun","The Citadel",-5.56735
"135","Luke Kasubke","Kansas St.","B12",29.2,87,11.2,43.1,2.8,7.5,7.2,18.9,0.3,1.6,1.5,"So","5-Jun","Illinois St.",0.826772
"136","Matteus Case","Providence","BE",0.4,76.5,24.1,100,0,36.4,0,41.9,0,0,50,"Fr","5-Jun","William & Mary",-1.09168
"137","E.J. Clark","Alabama St.","SWAC",48.8,110.3,19.8,46.4,1.7,6.4,18.9,17.3,0.4,1.7,64.9,"Jr","11-May","George Washington",-2.56632
"138","Miguel Tomley","Santa Clara","WCC",5.8,102.6,13.7,50,3.2,9.7,4.1,10.7,0,0.7,43.8,"So","3-Jun","Idaho St.",-2.45937
"139","Chauncey Hawkins","St. Francis NY","NEC",61.4,110.5,26.4,51.9,1.1,9.4,28.3,15.8,0.9,2.9,44.6,"Sr","8-May","Bryant",-1.62584
"140","Brandon Huntley-Hatfield","Tennessee","SEC",31.1,91.2,19.6,46.5,10.7,16.2,4.9,21.7,3.3,1.5,20.9,"Fr","10-Jun","Louisville",0.711146
"141","Langdon Hatton","William & Mary","CAA",33.8,91.9,17.2,46.9,7.7,12.8,1.1,18.9,2.7,0.3,52,"Fr","10-Jun","Bellarmine",-2.36454
"142","Allen Betrand","Rhode Island","A10",33.6,82.9,16.3,41.1,3,5.7,7.7,20.3,1.6,2,7.3,"Jr","5-Jun","Rider",0.376894
"143","Brandon Johns Jr.","Michigan","B10",30.3,88.6,15.8,41.2,3.9,13.7,4.5,19.2,2.3,1.2,28.9,"Sr","8-Jun","VCU",0.997635
"144","Ethan Anderson","USC","P12",52.3,96.7,14.7,44.4,2.4,9.3,18.2,18,1.3,1.5,13.7,"Jr","1-Jun","Wyoming",1.44091
"145","Trey James","Iona","MAAC",3.6,120.1,12.4,62.5,11.7,11.5,0,9.5,6.4,1.2,75,"Fr","9-Jun","Robert Morris",1.10299
"146","Matthew Lee","Saint Peter's","MAAC",53.5,92.1,20.3,39.8,1.3,7.3,25,21.9,0.5,1.6,40.3,"Jr","Jun-00","Missouri St.",-0.000120246
"147","Kevin Schutte","Hofstra","CAA",20.1,113.9,13.2,51.6,15.1,21.5,4.8,14.1,6.4,1.6,38.7,"Jr","9-Jun","Incarnate Word",0.66784
"148","Ryan Rapp","Washington St.","P12",4.9,87,17,32.4,0,18.9,7.4,24,1.5,0.8,47.1,"Jr","5-Jun","Hawaii",0.460823
"149","Isaiah Bigelow","Wofford","SC",58.2,108.7,20.2,47.8,5.9,23.7,11.4,13.2,1.2,1,28.6,"Jr","7-Jun","Richmond",-0.819204
"150","Landers Nolley II","Memphis","Amer",58.5,101.3,20.6,45.4,2.9,12.7,18.8,20.8,1.2,1.8,29.2,"Jr","7-Jun","Cincinnati",0.970348
"151","Chad Venning","Morgan St.","MEAC",32.2,90.7,26.6,50.7,8,16.5,7,19.6,9,1,29,"So","10-Jun","St. Bonaventure",0.0860281
"152","Austin Ash","Iowa","B10",5.4,115.5,31.2,53.8,4.1,9.9,26.6,13.8,0,0,35.9,"Sr","3-Jun","The Citadel",-3.37726
"153","Nick Farrar","College of Charleston","CAA",19.3,113.9,26.4,54.1,8,13.2,9.6,16.4,2.1,1.3,21.3,"So","6-Jun","UNC Wilmington",-0.566396
"154","Ricky Council IV","Wichita St.","Amer",65.6,104.6,24.4,48.8,5.3,17.8,14,19.7,2.1,2.5,42.1,"Fr","6-Jun","Arkansas",1.81558
"155","David Shriver","Hartford","AE",76.5,116.3,15.2,60.3,1.9,14.1,4.5,10,1.8,1,10.9,"Sr","6-Jun","VCU",-2.13833
"156","Noah Williams","Washington St.","P12",60.5,91.5,24.8,37.3,4,9.9,17.6,16.8,1.1,2.6,34.7,"Jr","5-Jun","Washington",1.6789
"157","Emmanuel Tshimanga","UC Irvine","BW",26.4,104.8,17.8,60,14.7,21.7,4.4,25.6,0.9,0.5,53.3,"So","Jul-00","UC San Diego",0.455834
"158","Austin Williams","Hartford","AE",68.9,100,29.3,53.7,2.8,15.9,23.8,20.5,1.4,2.3,42.6,"Sr","4-Jun","FIU",-1.32427
"159","Brent Davis","The Citadel","SC",41,96.2,18.8,41.9,4,12.3,14.3,14.9,0.4,1.7,41.1,"So","3-Jun","Chicago St.",-1.18242
"160","Eduardo Andre","Nebraska","B10",26.4,88.8,18,57.1,8.3,22.3,4.9,29.6,5,2.7,66.7,"Fr","11-Jun","Fresno St.",2.07633
"161","Felipe Haase","Mercer","SC",86.3,120.2,21.7,58.5,4.1,15.5,18.6,14.6,1.4,1.9,34.5,"Sr","9-Jun","Southern Miss",-0.274738
"162","Simon Wilbar","Indiana St.","MVC",27.2,95.2,17.9,46.2,5.2,21,4,10.4,3.9,1.1,11.8,"Fr","11-Jun","Holy Cross",-0.138068
