"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"163","Josh Mballa","Buffalo","MAC",65.2,104.1,24.1,48.8,13.6,18,7,19.2,2.8,2.1,45.5,"Sr","7-Jun","Mississippi",-0.676678
"164","Isaac Haney","Missouri St.","MVC",36.4,90.8,14.3,39.8,2.6,14.9,7.8,22.2,0,2.3,37.5,"Fr","2-Jun","Northwestern St.",0.917027
"165","Luis Hurtado Jr.","Bryant","NEC",64.6,100.4,12.4,58.6,3.1,11.8,22.8,33.5,0.3,1.6,67.8,"Sr","6-Jun","Mercer",-0.11094
"166","Jamir Moultrie","Kennesaw St.","ASun",38.6,113,18.4,55.1,0.8,4,12.1,12.2,0,1.4,14.7,"Jr","11-May","Canisius",-2.16236
"167","Jalen Johnson","Alabama A&M","SWAC",79.1,101.1,26.3,47.4,7.4,16.5,6,13.3,2.9,1.8,39.4,"Jr","7-Jun","Milwaukee",0.36112
"168","Zeb Jackson","Michigan","B10",2.6,102.3,18,65,0,20.2,10.8,28.4,3,0,0,"So","5-Jun","VCU",0.979908
"169","Zan Payne","Kentucky","SEC",0.9,102,29.9,33.3,0,17.1,0,14.9,0,4.4,66.7,"Jr","4-Jun","Louisville",2.20021
"170","Gianni Hunt","Oregon St.","P12",17.3,71.3,18.8,30.8,1.6,12.4,17,27.4,0,2.2,23.1,"Jr","4-Jun","Sacramento St.",-1.34141
"171","Isaiah Cottrell","West Virginia","B12",40.2,83.4,19,38.8,7.1,13.6,6.1,18,5,0.8,22.4,"Fr","10-Jun","UNLV",-0.0139795
"172","Jefferson Koulibaly","Washington St.","P12",8.9,80.6,23.1,42.9,3.3,8.7,12.2,27.3,0,3.1,26.2,"Fr","3-Jun","SMU",0.262591
"173","Jay Heath","Arizona St.","P12",63,101.1,20,51.6,1.8,10.8,13,15.9,0.1,1.6,22.6,"So","3-Jun","Georgetown",0.973421
"174","Jeameril Wilson","Lehigh","Pat",69.5,101.3,21.8,59.2,2.9,16.9,16.5,22.4,1.9,0.7,20.6,"Sr","7-Jun","Loyola Chicago",-1.28626
"175","Jay Nagle","UC Santa Barbara","BW",12.3,114.6,8.6,44.1,1,10.3,15.5,5.4,0.8,1.9,23.5,"Sr","8-Jun","Idaho St.",1.00076
"176","Jaxson Baker","Central Arkansas","ASun",45.1,91.1,15.9,39.9,2.1,9.3,13.1,13.1,1.9,1.6,12.8,"So","7-Jun","New Hampshire",-1.8293
"177","Ty Brewer","East Tennessee St.","SC",80.3,103,19.2,50.5,7.1,16.7,4.9,17,3.2,2.7,21.6,"Jr","9-Jun","UAB",-0.268902
"178","Jordan Lathon","Milwaukee","Horz",57.9,87.6,21.8,43.4,3.9,18.5,20.9,22.6,1.3,1.4,22.3,"Jr","4-Jun","Morehead St.",-1.18061
"179","Dwon Odom","Xavier","BE",51,108.7,16.6,59.1,1.9,9,20.2,24.9,1.9,2.6,36.4,"So","2-Jun","Georgia St.",2.30093
"180","Norchad Omier","Arkansas St.","SB",74.8,113.7,27.8,61.9,15.9,32.1,10.6,19.7,6.1,3,50.9,"Fr","7-Jun","Miami FL",2.29041
"181","Tariq Ingraham","Wake Forest","ACC",0.3,0,0,0,0,0,0,0,0,0,0,"So","9-Jun","Rider",-3.31605
"182","Kendle Moore","Colorado St.","MWC",59.9,105.9,15.3,53.8,1.6,11.1,13.5,16.6,0.2,2.7,13.1,"Sr","10-May","Missouri St.",1.82503
"183","Ty Johnson","Loyola Chicago","MVC",2.9,39.7,24.5,12.5,0,12.5,17.4,39.2,0,4.8,62.5,"Fr","3-Jun","UC Davis",0.19335
"184","Isaiah Cozart","Western Kentucky","CUSA",7,125.3,7.6,55.6,11.2,15.4,0,8.9,6.7,0.7,22.2,"Jr","7-Jun","Eastern Kentucky",-0.57948
"185","Pierre Crockrell II","Pacific","WCC",71.9,86,18.8,41.3,1.7,8.2,30.7,21.3,0,2.4,12.5,"Jr","Jun-00","UC Irvine",-0.617415
"186","Yuri Covington","William & Mary","CAA",58.3,77.7,20.2,38.3,1.1,14.8,11.2,25.3,0.2,2,36,"So","1-Jun","UMass Lowell",-1.08264
"187","Lucas Stieber","Green Bay","Horz",56.3,94.5,13.9,46,0.9,15.2,29.4,27.8,1.8,1.4,16.8,"Fr","3-Jun","Gardner Webb",-0.811577
"188","Eduardo Lane","San Jose St.","MWC",20.7,88.4,20.6,53.9,8.5,15.4,13.7,25.4,3.6,0.4,46.9,"Jr","10-Jun","Siena",-0.950921
"189","Khristion Courseault","Houston Christian","Slnd",59.5,91.3,23,44.6,2.1,8.2,10.4,18.6,1.4,1.7,28.7,"Jr","2-Jun","Chattanooga",-3.53804
"190","Josh Baker","UNLV","MWC",32.1,109.4,13.3,44.4,2,6.1,14.5,15.7,0.6,1.2,42.3,"Jr","4-Jun","Grand Canyon",0.158215
"191","Chris Mullins","Rice","CUSA",67.4,91.5,19.7,41.4,2.2,7.8,15.5,17.6,0.6,1.4,46.8,"Jr","3-Jun","William & Mary",-2.16518
"192","Tyreese Davis","Jacksonville","ASun",70.3,114,13.8,54.8,3,16.2,8.6,15.8,1.1,1.9,38.6,"So","6-Jun","Eastern Washington",1.55807
"193","Camren Wynter","Drexel","CAA",87.3,102.7,27.1,47,2.3,15.5,25.4,15.5,0,1.4,19.2,"Sr","2-Jun","Penn St.",-0.351511
"194","Travion McCray","Western Carolina","SC",22.5,101.9,23.5,50.6,2.2,18,23.1,22.6,0.4,2,40.9,"Jr","1-Jun","South Carolina St.",-0.725501
"195","Jelani Williams","Penn","Ivy",56.3,92.9,16,44.2,2.5,14.1,13.4,21,0.8,2.6,27.5,"Sr","5-Jun","Howard",0.43879
"196","Aquan Smart","FIU","CUSA",24.8,77.5,22.2,43.7,0.4,12.1,21,34,2.3,3.3,45.1,"Fr","3-Jun","Southeast Missouri St.",0.714146
"197","Eoin Nelson","Wyoming","MWC",1,144.7,15,100,18,8,0,28.8,0,0,0,"Jr","10-Jun","North Alabama",1.37965
"198","Tevin Brewer","FIU","CUSA",75.2,106.5,27.7,50.6,2,10.2,38.3,18.9,0,1.5,22.7,"Jr","8-May","Duquesne",-1.72784
"199","Brandon Stone","Robert Morris","Horz",30.2,103.8,21.2,56.5,9.4,16.6,6.2,22.2,4.5,1.9,18.1,"Jr","11-Jun","Delaware St.",-1.31051
"200","Makhel Mitchell","Rhode Island","A10",67.1,94.8,23.4,50.9,5,18.5,10.7,17.6,11.1,1.7,43.8,"So","10-Jun","Arkansas",3.25954
"201","Jaren Holmes","St. Bonaventure","A10",94.6,100.9,22.2,43.5,3.3,12.3,17.7,14.5,1.1,1.8,37.4,"Sr","4-Jun","Iowa St.",0.160618
"202","Matthew Lang","Gonzaga","WCC",4.1,121.2,14.2,60.7,4.5,21.5,11,14.3,0,1,0,"Sr","3-Jun","Arizona",1.72054
"203","Matt McFarlane","La Salle","A10",8.9,87.7,15.6,42.2,5,11.7,3.6,10.4,3,1.6,6.3,"So","10-Jun","Hampton",-0.495051
"204","Donovan Williams","Oklahoma St.","B12",7.7,102.2,15.9,50,6,10.4,4,15.4,0,3.7,70,"So","5-Jun","Pacific",2.65123
"205","Caleb Fields","Bowling Green","MAC",67,101.7,14.1,45.5,3.3,11.1,13.4,16.3,0.6,1.8,33.6,"Jr","2-Jun","Fairfield",0.371547
"206","Brendan Medley-Bacon","McNeese St.","Slnd",53.8,100.4,21,51,11.3,18.5,6.7,24.3,5.5,0.9,75.8,"Jr","1-Jul","North Carolina Central",-1.15522
"207","Noah Locke","Louisville","ACC",64.6,96.6,20.2,46.9,1.9,8.4,7.7,11.6,0.3,0.9,9.1,"Sr","3-Jun","Providence",-0.971416
"208","Hunter Woods","Elon","CAA",57.3,92.4,16.3,44.4,4.4,18.4,13.6,25.1,1.2,2.4,34.3,"Jr","6-Jun","Portland St.",0.941303
"209","Judah Brown","Saint Mary's","WCC",5.2,86.4,19.8,41.7,3.7,9.1,0,13.5,0,2.7,8.3,"So","6-Jun","South Alabama",-0.609859
"210","Terry Roberts","Bradley","MVC",72.2,101.2,29.8,50.5,3.5,16.1,31.4,21.5,2.3,3.3,24.5,"Jr","3-Jun","Georgia",2.79248
"211","Malik Battle","Charleston Southern","BSth",22.1,102.1,13.8,43.5,1.9,4.8,11.4,20.9,0,0.3,58.1,"So","3-Jun","Coppin St.",-2.75391
"212","Jeremiah Williams","Temple","Amer",58.6,97.7,20.4,45,2,9.9,31.1,20.8,2.4,2.6,42.2,"Fr","5-Jun","Iowa St.",1.69808
"213","Brayon Freeman","George Washington","A10",67.1,96.5,24.1,47.9,2.1,7.3,27.3,20.2,0.1,2.7,32.6,"Fr","2-Jun","Rhode Island",-0.83389
"214","Caleb Lohner","BYU","WCC",58.2,90,19.8,44.2,9.1,21.1,8.1,20.7,1.1,1.1,23.8,"So","8-Jun","Baylor",0.655581
"215","Jack Clark","La Salle","A10",72.8,96.2,23.8,45.4,6.2,16.2,11.8,15.9,0.9,2.2,17.1,"Jr","8-Jun","North Carolina St.",-0.734924
"216","Ike Nweke","Columbia","Ivy",30.7,88.4,27.8,53.3,5.2,17.9,5.9,20.3,1.8,1.1,26.5,"Sr","7-Jun","Quinnipiac",-2.97384
"217","Fousseyni Drame","Saint Peter's","MAAC",54.6,108,15.8,56.7,9,22.8,6.5,18.8,2.8,1.4,43.3,"Jr","7-Jun","La Salle",1.66194
"218","Ben Stanley","Xavier","BE",4,76,24.6,34.1,7.8,15.2,9.5,19.9,1.8,1,22.7,"Sr","6-Jun","Old Dominion",-1.89595
"219","Logan Landers","Kansas St.","B12",6,101.5,11.2,40,9.2,11.1,2.4,14.1,0,0.8,60,"Fr","9-Jun","Grand Canyon",-1.30171
"220","Kellen Tynes","Montana St.","BSky",19.4,81.6,14.1,37.8,3,9.3,17.2,30.2,1.3,4.5,43.2,"Fr","3-Jun","Maine",3.26658
"221","Trevion Brown","Drexel","CAA",20.3,88.7,19.1,46.1,1.6,12.8,11,21.5,0.4,2.3,17.2,"Sr","2-Jun","Old Dominion",0.766178
"222","Bryson Mozone","USC Upstate","BSth",84.1,106.3,22.6,53.1,3.3,16.2,8.4,12.8,1.2,1.3,22,"Sr","6-Jun","Georgetown",-2.27443
"223","Tre' Williams","Oregon St.","P12",22.1,71.2,16.9,37.3,0,12.8,13.6,24.9,1.6,1.7,25.4,"Jr","6-Jun","Tulane",-0.953881
"224","Joe Toussaint","Iowa","B10",43.1,103.3,18,45.4,2.8,8,28.4,24.7,0.2,4.6,21.8,"Jr","Jun-00","West Virginia",3.16193
"225","Dusan Mahorcic","Utah","P12",15,97.8,24.1,42.1,7.8,23.7,15.8,18.4,2.2,1,54.4,"Sr","10-Jun","North Carolina St.",1.49979
"226","Michael Jones","Davidson","A10",78.7,121.7,17.7,58.9,2.4,11.7,11.4,11.6,1.2,1.9,33,"Jr","5-Jun","Stanford",0.774513
"227","TJ Moss","McNeese St.","Slnd",16,81,21.5,46.8,1.7,9,12.2,29.3,1.1,2,17.5,"Jr","4-Jun","Detroit",-1.93246
"228","Majok Kuath","San Jose St.","MWC",7.9,120.9,20.6,65.2,11.2,19.4,20.3,21.7,3.3,0.6,34.8,"Jr","8-Jun","Northwestern St.",0.408831
"229","Deven Dahlke","Drake","MVC",1.9,91.5,13.7,50,0,13.8,0,16.4,0,2.2,0,"So","2-Jun","San Diego",-0.701542
"230","Aaron Clarke","Sacred Heart","NEC",70.7,110.4,25.3,48.8,1.3,4.6,24.8,16.4,0,0.8,38.5,"Sr","1-Jun","Stony Brook",-4.39761
"231","Eric Gaines","LSU","SEC",66.7,93.6,21.6,43.4,2.7,11.1,20.3,27,2.4,4.4,50,"So","2-Jun","UAB",4.46187
"232","Chaunce Jenkins","Wichita St.","Amer",12.6,88.6,19.1,42,3.8,3.2,10.3,17.5,3.9,2.9,20.5,"Fr","4-Jun","Old Dominion",0.672633
"233","Rob Banks","Cincinnati","Amer",3.9,30,8,0,3,6.5,9,19.5,0,4.7,0,"So","5-Jun","Texas A&M Commerce",2.02864
"234","Darrion Trammell","Seattle","WAC",84.3,105.8,28.4,46.4,1.6,11,31.8,17.4,0.4,4.2,49.5,"So","10-May","San Diego St.",3.26186
"235","Dae Dae Grant","Miami OH","MAC",84.4,108.9,27.8,49.1,3.2,13,24.1,12.1,0.3,1.6,21.9,"Jr","2-Jun","Duquesne",-2.21919
"236","Chuks Isitua","IUPUI","Horz",55,90.1,17.1,52.5,8.9,17.8,3.2,25.8,4.8,1.4,40,"Fr","11-Jun","Fresno St.",-0.862606
"237","Romelle Mansel","Long Beach St.","BW",33.5,81.2,14.3,48.5,4.4,16.5,9.7,27.2,1.1,0.8,56.7,"So","9-Jun","Jackson St.",-0.413727
"238","Amadou Fall","Arkansas Pine Bluff","SWAC",0.3,204.8,13.9,100,0,63.8,0,0,0,0,100,"Jr","10-Jun","LIU Brooklyn",4.99533
"239","Craig Beaudion II","Cleveland St.","Horz",3.7,126.7,10.4,75,0,8,18.9,25.5,5.7,0,100,"Sr","3-Jun","UMBC",0.256833
"240","Justin Ahrens","Ohio St.","B10",50,105,13.1,51.5,1,12.2,6.9,16.1,0.2,0.9,18,"Sr","6-Jun","Loyola Marymount",-0.202315
"241","Erik Stevenson","South Carolina","SEC",68.8,103.7,22.5,46.5,4,14.5,19.3,17.9,1.3,2.1,19.8,"Sr","4-Jun","West Virginia",1.72741
"242","Dahmir Bishop","Saint Joseph's","A10",38.2,71.5,15,38.8,2.2,11.2,3.5,25.2,2.3,1.1,35.1,"Jr","5-Jun","Florida Gulf Coast",0.103128
"243","Xavier Foster","Iowa St.","B12",5.7,119.8,20.7,71.9,8.2,16.9,4.2,20,3.8,2.1,43.8,"Fr","Jul-00","SMU",1.70949
"244","Kaodirichi Akobundu-Ehiogu","UT Arlington","SB",52.7,115.1,10.1,64.4,8.9,16.1,3.6,23.3,14,1.4,17.5,"So","9-Jun","Memphis",3.41995
"245","Tre King","Eastern Kentucky","OVC",66.4,100.3,25.2,50.9,7.2,17,5.6,15,4.5,2.8,25.4,"Jr","9-Jun","Iowa St.",0.473537
"246","Taurus Samuels","Dartmouth","Ivy",65.6,100.3,19.1,43.6,0.5,8.5,12.7,9.4,0.5,1.4,26.8,"Sr","1-Jun","Minnesota",-0.835734
"247","Bryce Hopkins","Kentucky","SEC",13.1,94.6,20.9,47.3,11.7,13,6.3,23,1.8,1.3,23.2,"Fr","6-Jun","Providence",0.13698
"248","Dain Dainja","Baylor","B12",0.7,89.3,41.9,50,25.3,13.1,0,30.8,12.6,0,75,"Fr","9-Jun","Illinois",-0.28571
"249","KC Ndefo","Saint Peter's","MAAC",64.4,89.9,27.7,47.8,6.3,21.5,22.1,23.9,12.6,2.9,56.1,"Sr","7-Jun","Seton Hall",6.16888
"250","Hassan Drame","Saint Peter's","MAAC",52.6,106.1,16.7,53.7,10.9,17.4,7.4,21.4,2.2,2.4,36.7,"Jr","7-Jun","La Salle",2.24756
"251","Jarod Lucas","Oregon St.","P12",83,112.2,18.8,52.6,2,6.2,7.1,10.5,0,1.4,25.9,"Jr","4-Jun","Nevada",-2.35634
"252","Alex Tchikou","Alabama","SEC",0.4,21,27,0,21.1,64,0,40.2,0,0,0,"Fr","11-Jun","Rhode Island",-7.28985
"253","Malik Edmead","Merrimack","NEC",57.8,96.9,27,50.2,2,9,27.8,19,0.3,4,25.6,"So","10-May","Albany",0.343995
"254","Kyrell Luc","Holy Cross","Pat",81.8,91.7,25.5,44.5,1.4,12.4,16,19,1.1,2.6,26.7,"Fr","10-May","St. Bonaventure",-1.54877
"255","Luka Vasic","Charlotte","CUSA",23.5,82.4,13.1,35.9,3.5,9.7,10,22.1,0.8,1,32.6,"Sr","8-Jun","Texas A&M Commerce",-1.96194
"256","Xavier Fuller","South Dakota","Sum",44,92.3,22.8,44,3.6,13.2,5.7,16.3,2.5,1.4,31,"Sr","4-Jun","Northern Arizona",-1.45162
"257","Aziz Bandaogo","Akron","MAC",28.3,92.1,17.3,49.2,9,22.3,6.1,22.8,10.3,1.2,66.2,"Fr","Jul-00","Utah Valley",3.01558
"258","Jayden Martinez","New Hampshire","AE",88.2,116.3,21.4,53.8,6,12.4,9.2,7.5,1.5,0.6,21,"Sr","7-Jun","North Texas",-2.29806
"259","Miryne Thomas","Ball St.","MAC",63.2,94.7,24.3,51.5,4.7,16.4,14.9,23.6,2.6,1.3,32.6,"Sr","8-Jun","Kent St.",-1.62516
"260","Jalin Billingsley","Georgetown","BE",26.2,84,13.6,35.9,5.9,12,3.9,19.1,2.1,2.1,22.5,"Fr","8-Jun","Eastern Michigan",0.096015
"261","Brenden Tucker","College of Charleston","CAA",56.7,100.8,23.3,50.5,2,9.8,10.3,18.7,0.7,2.2,26.5,"Jr","3-Jun","Georgia St.",-0.521662
"262","Chris Ford","Davidson","A10",0.9,71.4,11.8,33.3,0,0,0,0,0,0,0,"Fr","5-Jun","Robert Morris",-4.95944
"263","Mike Saunders Jr.","Cincinnati","Amer",50.5,97.4,22.3,46.9,0.5,10.6,26.9,21.1,0,1.7,39.9,"So","Jun-00","Utah",0.634508
"264","Akok Akok","Connecticut","BE",23.6,126.5,11.5,57.9,8.8,16.8,4.5,4.9,8.3,0.9,28.6,"Jr","9-Jun","Georgetown",2.54082
"265","Shamar Givance","Evansville","MVC",77.5,91.6,31.3,45.5,1.3,16.3,34.1,17.2,0,3,37.5,"Sr","10-May","UTEP",-0.543769
"266","Cam Young","Bowling Green","MAC",18,76.7,18.8,35.5,7.8,16.6,6.3,26,4.2,3.6,32.7,"So","7-Jun","Saint Peter's",-0.820842
"267","Jackie Johnson III","Duquesne","A10",47.7,99.3,26.5,50.8,1.3,8,13.9,18.3,0.7,2,20.2,"Fr","11-May","UNLV",-2.11156
"268","Kyle Lofton","St. Bonaventure","A10",87.2,102.3,22.4,44.5,2.5,8.6,28.4,18,0.3,3.1,29.6,"Sr","3-Jun","Florida",0.995964
"269","Kyree Brown","Seattle","WAC",43.7,92.8,15.2,40,0.4,9.2,21.2,23.7,0.9,1.8,43,"So","Jun-00","New Hampshire",1.03752
"270","Keeshawn Barthelemy","Colorado","P12",64.1,109.4,22,49.3,1.7,8.7,19.5,13.7,0.6,1.4,31.4,"So","2-Jun","Oregon",0.629077
"271","Amir Spears","Duquesne","A10",79.3,92.3,25.4,40.6,1.1,8.2,20.3,15.1,0.4,2.4,25.9,"Fr","3-Jun","Georgetown",-2.05544
"272","Caleb Murphy","South Florida","Amer",79.5,86.4,24.8,42,1.2,10.4,27.5,17.6,1.3,1.3,22.1,"So","4-Jun","DePaul",-0.0985565
"273","Xavier Pinson","LSU","SEC",57.3,93.5,24.5,41.4,2.4,7.2,32.1,26.3,0,3.5,37.3,"Sr","2-Jun","New Mexico St.",1.54291
"274","Cam McDowell","Georgia","SEC",3.5,80.8,15.5,30,0,7.7,29.4,16.4,0,2.5,20,"Fr","5-Jun","Jacksonville St.",-1.77727
"275","Greg Elliott","Marquette","BE",36.4,108.3,20.8,50.3,2,10.5,14.5,13.8,0.4,2.6,35.6,"Jr","3-Jun","Pittsburgh",0.994235
"276","Callum McRae","UC Riverside","BW",76.6,101.4,22.4,54.5,6.4,23.2,17.7,20.1,1.9,1,26.8,"Jr","1-Jul","Sacramento St.",1.18175
"277","Terrence Shannon Jr.","Texas Tech","B12",43.3,106.8,22.1,53.8,2.5,9.8,15.8,21.2,1.1,2,37.4,"Jr","6-Jun","Illinois",2.71919
"278","Lynn Greer III","Dayton","A10",6.4,90.4,23.7,40,1.5,17,27.2,23.2,1.3,2.1,40,"Fr","3-Jun","Saint Joseph's",0.558721
"279","Anton Brookshire","Missouri","SEC",11.3,64.3,17.3,33.3,0.8,10.6,15.5,38.1,0,1.6,13.3,"Fr","1-Jun","Iona",-2.30492
"280","Jason Roche","The Citadel","SC",91,110.6,14.8,56.2,1.8,9.7,3.8,11.8,0.7,0.9,19,"Fr","5-Jun","Richmond",-1.91504
"281","Elijah Taylor","Notre Dame","ACC",0.7,82.1,23,100,0,0,0,58.9,0,0,0,"Fr","8-Jun","Quinnipiac",1.64597
"282","Steven Verplancken Jr.","Southern Illinois","MVC",69.1,111.7,12.2,55.7,1.8,8.5,7.2,10.7,0.1,1.2,4.8,"Jr","4-Jun","Weber St.",0.491052
"283","Modestas Kancleris","Creighton","BE",2.4,74.4,15.7,16.7,10.5,11.9,4.9,11,2.8,5.2,100,"Fr","9-Jun","Cal St. Bakersfield",3.52502
"284","Garrett Levesque","Tarleton St.","WAC",1.4,94.1,11.8,0,7.5,0,11.3,32.7,0,0,0,"Fr","6-Jun","UTEP",-3.85789
"285","Brad Colbert","Louisville","ACC",0.5,27.8,32.6,0,0,19,0,30.2,0,0,100,"So","2-Jun","Xavier",-9.27448
"286","Devin Carter","South Carolina","SEC",45.2,95.4,27.6,44.8,6.4,14.9,19,21.8,1.6,2.4,55.2,"Fr","3-Jun","Providence",1.22513
"287","Kellen Amos","Binghamton","AE",27,90.2,27.9,48.7,1.5,16.9,15.7,21.1,4.1,1.6,27.4,"So","7-Jun","Central Connecticut",-0.754863
"288","Emory Lanier","Davidson","A10",6.1,74.8,19.4,27.5,0,13.2,14.6,15.5,1.6,1.5,50,"So","3-Jun","SMU",0.991583
"289","Julius Marble II","Michigan St.","B10",35.9,106,21.2,59.2,7.3,18.9,3.6,22.1,4,1.4,42.1,"Jr","9-Jun","Texas A&M",1.91584
"290","Tykei Greene","Stony Brook","AE",77.1,116.9,22.1,57.7,10.1,19.1,6.9,12.9,1.6,2.6,40.3,"Jr","4-Jun","Kansas St.",-1.28503
"291","Mark Freeman","Illinois St.","MVC",57.3,87.5,25.4,43.3,1.7,11.3,24.9,29.5,0,2.4,29.8,"Jr","10-May","Morehead St.",-2.46871
"292","Jao Ituka","Marist","MAAC",50.8,108.9,35.4,55.4,3.6,12.7,19,18,1.3,1.8,49.5,"Fr","1-Jun","Wake Forest",-0.0375805
"293","Chol Marial","Maryland","B10",8.3,82.1,20.1,39.6,9.1,11.5,2,18.4,11,0.6,45.8,"So","2-Jul","Oregon St.",0.771512
"294","Jamille Reynolds","UCF","Amer",20,93.9,21.2,50,9.8,13.8,3.4,24.2,5.5,1.2,60.7,"So","10-Jun","Temple",-0.108137
"295","Mikeal Brown-Jones","VCU","A10",24.5,107.2,19.1,57.2,9.7,18.3,5.9,18.5,5.2,1.9,56.6,"So","8-Jun","UNC Greensboro",2.73861
"296","AJ Stredic","Arkansas Pine Bluff","SWAC",28.6,79.1,8.7,50,5.8,12.3,5.7,34.1,0.3,0.9,70.8,"Jr","8-Jun","Mississippi Valley St.",-3.17834
"297","Donovan Ivory","Green Bay","Horz",32,94.5,27.7,46.9,1.6,20.8,14.3,22.7,4.6,0.8,42,"So","6-Jun","Southern Miss",-0.544644
"298","Ismael Plet","Oral Roberts","Sum",2.9,99.9,9.5,50,6.5,12.8,0,18,0,3.4,50,"So","7-Jun","Arkansas Pine Bluff",-0.126524
"299","Jackson Cronin","Nebraska","B10",1.1,106.3,17.1,70,0,7.2,0,0,0,0,40,"Fr","1-Jun","Massachusetts",-3.23341
"300","Tyrell Roberts","Washington St.","P12",71,103.3,21.1,46,1.6,8.5,14.2,14.5,0,1.4,13.5,"Jr","11-May","San Francisco",0.647855
"301","Kenny White Jr.","Tennessee Tech","OVC",62.1,98.3,21.1,53.2,2.9,14.3,10.6,19.9,1.5,2.1,26.6,"Fr","7-Jun","Murray St.",-1.2084
"302","Darius McNeill","UTSA","CUSA",55.8,88.1,16.7,40.9,2.2,8.9,14.4,19.8,0.4,2.5,21.3,"Sr","3-Jun","Troy",0.205869
"303","Warren Williams","Manhattan","MAAC",46.1,103.6,21.5,60,8.9,15.4,3.4,22.8,3.5,1.5,57.9,"Sr","9-Jun","Hofstra",-1.04352
"304","Keyon Wesley","Arkansas St.","SB",45.6,92.4,13.4,49.4,6.8,11.9,7.1,23.6,0.2,1.3,38.3,"Jr","9-Jun","Alabama St.",-0.467394
"305","Trae Hannibal","Murray St.","OVC",56.1,105.5,23.2,50.5,5.2,21.3,19,22.2,0.5,3.1,62,"So","2-Jun","LSU",2.93402
"306","Tyreek Scott-Grayson","Northeastern","CAA",14.5,99.7,24.8,46.6,2.2,20.6,19.3,19.2,1.9,2,37.3,"Sr","5-Jun","Old Dominion",0.0558243
"307","Dawson Garcia","North Carolina","ACC",20.9,105.8,23.7,45.7,11.3,17.8,6.8,15.4,1.5,1.2,41.4,"So","11-Jun","Minnesota",0.122002
"308","Elijah Morgan","Notre Dame","ACC",0.9,179.6,22.8,0,10.5,9.6,39.4,0,0,10.1,600,"So","1-Jun","The Citadel",13.5531
"309","Victor Bailey Jr.","Tennessee","SEC",23.3,94.3,16.2,40.2,4.4,6.7,8.9,9.9,0.7,1.8,16.5,"Sr","4-Jun","George Mason",0.995741
"310","Alden Applewhite","Mississippi St.","SEC",0.5,48.4,32.2,0,0,68.7,0,26.5,0,0,66.7,"Fr","7-Jun","Portland",-5.2303
"311","Wesley Cardet Jr.","Samford","SC",50.9,88.5,19.8,42.8,7,14.9,6.5,23.6,2.6,1.6,35.2,"Fr","6-Jun","Chicago St.",-0.963631
"312","Juwan Gary","Alabama","SEC",34,114.8,18.7,54.6,11.5,11.8,3.8,12.3,3.6,2.1,38,"So","6-Jun","Nebraska",0.753501
"313","Isaac Johnson","Oregon","P12",4.9,91.7,22.1,52.6,5.2,18.6,5.8,23.7,0,0,47.4,"Fr","Jul-00","Utah St.",-0.675333
"314","Jahmir Young","Charlotte","CUSA",89.6,113.7,28.1,53,2.4,18,23.3,12.7,1.4,1.8,33,"Jr","1-Jun","Maryland",-0.468588
"315","Nygal Russell","Southeast Missouri St.","OVC",62.2,105.1,17.3,51.8,6.5,23.1,15.4,18.1,1,1.4,17.9,"Jr","4-Jun","Towson",-0.98011
"316","Donald Carey","Georgetown","BE",76.5,111.7,19.2,53.5,2.1,12.5,17.1,18.9,0.7,2.6,27.1,"Sr","5-Jun","Maryland",0.410561
"317","Jarvis Doles","Albany","AE",53.3,89.1,20.7,43.9,6.1,16.2,3,17.3,0.6,1.6,22.5,"Sr","9-Jun","UMBC",-1.41184
"318","Emmitt Matthews Jr.","Washington","P12",76.6,106.4,18.2,50.3,5.1,11.6,4.1,14.2,1.5,1.1,34.3,"Sr","7-Jun","West Virginia",-0.572233
"319","Trey Bonham","VMI","SC",65,112.5,27.1,52.3,3.5,13.8,28.5,17.4,0.5,2.7,44.4,"So","Jun-00","Florida",-0.727791
"320","Robby Beasley III","Montana","BSky",79.1,100.1,21.4,48.8,1.2,10,12.5,14.2,0.7,1.9,32.5,"So","3-Jun","UC Davis",-1.06814
"321","Mylyjael Poteat","Rice","CUSA",33.3,112.2,26.8,60.9,15.5,18.5,5,18.3,1.6,0.4,64.5,"Fr","9-Jun","Virginia Tech",-2.96293
"322","Keylan Boone","Oklahoma St.","B12",39.3,102.2,17.6,49,7.1,13.7,5.4,16.3,3.4,2,12.1,"Jr","8-Jun","Pacific",2.3746
"323","Max Amadasun","Pittsburgh","ACC",0.7,121,11.6,50,13.7,13.7,0,0,0,6.9,0,"So","10-Jun","St. Bonaventure",2.75516
"324","Devin Tillis","UNLV","MWC",43.5,106,11.6,61,5.6,15,11.4,33.2,0,2.1,34,"Fr","6-Jun","UC Irvine",1.03838
"325","Keon Edwards","Nebraska","B10",8.2,53.9,12.9,21.4,5.3,9.1,3.1,20.2,0,1,9.5,"Fr","7-Jun","Milwaukee",-2.90245
"326","Ty Harper","Louisiana Lafayette","SB",9.4,88.2,16.5,48.1,1,10,12.5,28.3,0.9,1,23.1,"Fr","3-Jun","Eastern Washington",-0.4283
