"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"457","Anthony Roberts","Kent St.","MAC",68,104.9,22.1,50.2,2,9.5,16.2,15.4,0.5,1.7,21,"So","4-Jun","St. Bonaventure",-0.583206
"458","Tyler Harris","Memphis","Amer",51.3,97.3,20.4,49.6,1.3,7.4,8,18.7,0.2,1.2,20.2,"So","9-May","Iowa St.",0.607067
"459","Brandon Johnson","Western Michigan","MAC",77.8,102.3,26.4,48.1,7,22.2,7.6,13.5,3.5,0.9,45,"Jr","8-Jun","Minnesota",-0.695038
"460","Sarju Patel","VMI","SC",66.1,107.3,17.6,51.7,2.9,12.1,8.2,9.3,0,1.7,28.3,"So","3-Jun","Cornell",-2.01667
"461","Tobias Howard","Towson","CAA",63.9,94.2,25.2,45.7,1.3,7.6,18.9,22.6,0.3,1.7,18.7,"Jr","2-Jun","Indiana St.",-2.80675
"462","Derek St. Hilaire","Jacksonville St.","OVC",49.4,91.7,21.9,43.4,3.1,11.1,18.4,21.3,0.6,2.2,21.9,"So","11-May","New Orleans",-0.508702
"463","Isaiah Stokes","Florida","SEC",12.7,87.1,26.4,45.9,5.8,10.4,13.6,25.5,1.3,1.7,34.4,"Fr","8-Jun","Memphis",1.20021
"464","Jordan Gilliam","UC Riverside","BW",39.9,86.1,28.4,39,6,15.1,26.5,19.7,1.7,2.1,33.9,"So","5-Jun","Texas Southern",-1.7944
"465","Terry Nolan Jr.","George Washington","A10",60.4,95.1,22.5,46.7,2,16.9,14.5,15.6,1.7,2.1,56.1,"So","2-Jun","Bradley",0.943418
"466","E.J. Anosike","Sacred Heart","NEC",83.4,113,23.9,50.1,13.6,22.8,10.8,15.6,0.8,1.7,50.7,"Jr","6-Jun","Tennessee",-0.438407
"467","Umoja Gibson","North Texas","CUSA",76.2,103.4,25.8,52.1,0.3,9,13,18.8,0.1,2.9,23.7,"So","1-Jun","Oklahoma",0.0100167
"468","Cooper Robb","Charlotte","CUSA",52.4,95.5,13.8,52.2,1.7,14.6,6.6,20.4,1,4.5,28.4,"So","1-Jun","Eastern Kentucky",3.83973
"469","Brendan Medley-Bacon","Coppin St.","MEAC",67.3,88.8,18.8,45.3,7.8,24.5,13,24.2,8,0.9,50,"So","1-Jul","VCU",1.47505
"470","Elias King","Mississippi St.","SEC",1.6,129.2,17.3,71.4,0,11.3,11.2,17,0,0,0,"Fr","8-Jun","Middle Tennessee",-0.0666153
"471","Luis Hurtado","UAB","CUSA",4.8,145.2,9.3,75,0,2,22.3,11.3,0,1,66.7,"So","6-Jun","Bryant",-1.25842
"472","Frankie Hughes","Duquesne","A10",62.6,99.7,18.6,46.9,2.5,6.9,12.1,14.3,1,2.2,15.7,"So","4-Jun","San Diego",-0.418748
"473","Moses Wood","Tulane","Amer",45.2,99.5,14.1,47.4,5.1,12.8,10.1,19.1,3,1.6,32.2,"Fr","8-Jun","UNLV",0.995607
"474","Zack Bryant","UAB","CUSA",7.3,86.1,25.8,47,1.4,6.6,20.8,26.5,1.4,2.7,9.1,"Jr","2-Jun","Georgia Southern",-1.15195
"475","Vladimir Pinchuk","New Mexico","MWC",32.8,102.5,12.9,46.9,9.4,13.5,6.2,16.4,4.2,1.2,75,"So","11-Jun","San Diego",0.28342
"476","Terrell Gomez","Cal St. Northridge","BW",93.8,118.1,22.4,55.4,1,6.7,12.4,9.9,0,1.3,24.2,"Jr","8-May","San Diego St.",-3.42019
"477","Demetrius Mims","Long Beach St.","BW",8.5,68.4,16.6,32.6,9.7,11.7,3.3,20.9,4.6,3.5,60.9,"Fr","6-Jun","Towson",1.71841
"478","Tolu Smith","Western Kentucky","CUSA",24.9,93.3,20.2,58.3,10.4,18.8,4.7,29.3,3.7,0.5,68.1,"Fr","10-Jun","Mississippi St.",-0.247437
"479","Anthony Crump","Middle Tennessee","CUSA",22.6,89,13.1,46.2,4.1,17,13,28.8,1.3,2.4,138.5,"Fr","8-Jun","Northern Illinois",-0.0211696
"480","Raymond Hawkins","Alabama","SEC",0.4,0,10.5,0,0,0,0,100,0,0,0,"Fr","9-Jun","Long Beach St.",-0.574974
"481","Michael Weathers","Oklahoma St.","B12",25.4,84.5,31.8,45.8,3.9,11.8,23.5,26.9,2.6,3.1,49.2,"So","2-Jun","Texas Southern",1.19125
"482","Keyshawn Embery-Simpson","Arkansas","SEC",35.3,89.9,16,43,2.1,6.7,7.8,15.7,0.5,2.8,19.1,"Fr","3-Jun","Tulsa",1.21151
"483","Jalen Johnson","Tennessee","SEC",40.5,107.2,12.2,48.9,3.9,10.7,11.7,16.6,2.9,1.6,21.7,"Jr","6-Jun","Wake Forest",1.78933
"484","Vado Morse","Mount St. Mary's","NEC",68.8,93.1,23.1,40.9,1.4,8.9,17.3,15.6,0.5,1.5,29.4,"So","Jun-00","James Madison",-1.83759
"485","Gabe Watson","Southern Miss","CUSA",90.4,88.3,23.3,43.5,1,9.9,18.8,18.5,0.5,1.4,15.9,"So","2-Jun","Tulane",-1.34866
"486","Marten Linssen","UNC Wilmington","CAA",51.9,116,23,59.6,9.4,15.9,4.7,10.9,4.1,1.3,38.5,"So","8-Jun","Saint Louis",0.152594
"487","Nate Johnson","Gardner Webb","BSth",75.4,112.5,20,56.9,3.7,13.1,7.4,15.8,1.6,3.1,29.6,"Jr","3-Jun","Xavier",0.300637
"488","Malek Green","Morehead St.","OVC",52.8,111.7,16.4,55.2,6.1,20.6,3.2,11,2.5,1.2,29.7,"So","7-Jun","Canisius",-0.782261
"489","Arnaldo Toro","George Washington","A10",34,102.2,23.2,47.6,18.7,26.1,4.8,14,3,1,54,"Sr","8-Jun","St. John's",-2.09194
"490","Tahj Eaddy","Santa Clara","WCC",63.1,95.9,19.9,49.6,1.5,8.1,15.6,18.6,0.1,2,22.2,"Jr","2-Jun","USC",-0.419773
"491","Tirus Smith","Louisiana Lafayette","SB",38.6,107.9,20.1,50.4,12.8,18.5,3.3,14.4,7,0.9,72.9,"Jr","8-Jun","Mississippi Valley St.",0.359446
"492","Jaylen Forbes","Alabama","SEC",25,85.8,16.8,40,6.3,14.2,7.4,24.7,0.6,0.8,40,"Fr","4-Jun","Tulane",-0.972018
"493","Nigel Hawkins","UTEP","CUSA",34.8,89.6,16.1,40.3,1.4,12.8,18.8,24.9,1.9,2.3,56.9,"So","4-Jun","Stephen F. Austin",2.2834
"494","DJ Harvey","Notre Dame","ACC",56.9,95.8,23,45.5,3.3,14.3,5.6,15,2.1,1.4,34.1,"So","6-Jun","Vanderbilt",0.0526801
"495","Radshad Davis","UT Arlington","SB",55.7,112.6,21,52.2,11.2,19,16.9,14,1.4,2.2,25.4,"Sr","2-Jun","FIU",1.6796
"496","Ian DuBose","Houston Baptist","Slnd",82.7,104.4,28.4,49.5,5.3,19.3,22.9,21.4,0.9,2.2,50.1,"Jr","4-Jun","Wake Forest",-3.18229
"497","James Love III","Kansas St.","B12",0.2,0,0,0,0,62.4,0,0,0,0,0,"Jr","11-Jun","Eastern Michigan",3.3637
"498","Quentin Jackson Jr.","Temple","Amer",2.5,62.2,10.8,41.7,0,3.4,0,31,3.4,0,0,"Jr","2-Jun","Loyola Marymount",-2.71756
"499","Eli Abaev","Austin Peay","OVC",65.9,104.5,16.9,50.6,10.2,22.4,7.1,17.8,2.8,1.7,61.6,"Jr","8-Jun","Florida Gulf Coast",-0.0248069
"500","Isiah Brown","Grand Canyon","WAC",71.5,102.6,17.5,50.7,2.2,13.3,11.3,15.8,0.5,1.3,23.9,"Jr","2-Jun","Weber St.",-1.56498
"501","David Sloan","Kansas St.","B12",48.5,90.2,19.5,45.3,1.1,7,26.4,23,0.8,2.2,32.3,"Jr","Jun-00","East Tennessee St.",0.649847
"502","Jalen Johnson","Louisiana Lafayette","SB",84.8,105.9,22.1,47.8,7,14.9,5,13.8,1.9,1.2,35.9,"Jr","7-Jun","Mississippi St.",-1.42984
"503","Tre Wood","Massachusetts","A10",27.4,73,21.3,34.5,2,4.8,27.3,32.7,0.3,2.3,31,"Fr","1-Jun","LIU Brooklyn",-2.45674
"504","Bryce Aiken","Harvard","Ivy",15.7,97.3,35.1,48.8,1.3,6.8,15.1,24,0,2.9,45.9,"Sr","Jun-00","Seton Hall",-0.686465
"505","Kobe Webster","Western Illinois","Sum",84.9,99.5,28.4,47.2,1.5,9.1,22.4,12.6,0.4,1.3,15.3,"Jr","Jun-00","Nebraska",-3.63431
"506","Aanen Moody","North Dakota","Sum",8.4,87.4,20.9,51.5,1.2,11.4,8.2,24.1,0,1.7,8.8,"So","3-Jun","Southern Utah",-1.98696
"507","Charles Jones Jr.","Utah","P12",25.5,86,15.1,45.1,1.1,7.7,10,24.4,0,1.1,18.3,"Jr","2-Jun","Portland St.",-2.21538
"508","Ferron Flavors Jr.","Cal Baptist","WAC",76.3,113.1,18.3,55.1,3.4,8.6,3.9,12.1,0.2,0.9,23.5,"Sr","3-Jun","Oklahoma St.",-1.81087
"509","Matthew Moyer","Vanderbilt","SEC",23.8,77.9,12.3,34.2,3.7,17.9,3.7,13.6,3.2,1.7,36.8,"Jr","8-Jun","George Washington",0.465312
"510","Cavit Ege Havsa","Utah Valley","WAC",30.6,88.2,13.7,53.8,2.5,8.1,18,33.8,0.3,1.2,11.3,"Jr","4-Jun","Rice",-1.20478
"511","Makhel Mitchell","Maryland","B10",5.3,104,11.8,50,13.6,24.7,5.6,22.9,6.6,1.8,50,"Fr","10-Jun","Rhode Island",4.29624
"512","Hunter Dean","Southern Miss","CUSA",6.8,63,17.7,42.9,4.6,13.3,7.4,38.7,3.6,0.8,35.7,"Fr","10-Jun","George Washington",-0.286079
"513","Jose Perez","Gardner Webb","BSth",57.2,94.7,28,37.7,4.1,16.1,24.2,15.1,0.9,1.6,47,"So","5-Jun","Marquette",-1.65273
"514","Nysier Brooks","Cincinnati","Amer",56.7,116.6,18.7,53.5,13.8,19.4,3.5,12.8,8.4,1,71.9,"Jr","11-Jun","Miami FL",2.63823
"515","Caleb Daniels","Tulane","Amer",82.1,101.1,26.4,50.5,4.5,12.1,23.1,17.8,0.9,1.3,41.7,"So","4-Jun","Villanova",-0.680044
"516","Terrell Brown","Seattle","WAC",90,99.7,34,41.4,4.4,15.4,32.6,11.9,1.4,2.5,31.7,"Jr","1-Jun","Arizona",0.356253
"517","Kylia Sykes","UNC Greensboro","SC",22.7,99.5,10.8,52.6,6.7,8.8,9.4,28.1,3.6,3.3,21.1,"Fr","5-Jun","Jackson St.",4.28779
"518","Travis Evee","VMI","SC",73.4,104.2,21.6,54.6,1.3,8.1,15.6,18.4,0.4,2.8,19.9,"Fr","Jun-00","Rice",-0.58818
"519","Cormac Ryan","Stanford","P12",54.9,95.8,17.2,45.7,1.4,11.9,11.9,18,0.5,2,19.2,"Fr","5-Jun","Notre Dame",1.44403
"520","Noah Fernandes","Wichita St.","Amer",16.4,69.2,15.8,31.7,1.6,7.1,22.4,35,1.1,3.6,9.8,"Fr","11-May","Massachusetts",3.0094
"521","Takal Molson","Canisius","MAAC",80.6,102.3,28,48.8,6.3,13.9,13.5,16.4,1,2.3,42.9,"So","5-Jun","Seton Hall",-2.06108
"522","Mac McClung","Georgetown","BE",44.1,104.5,29,44.9,3.1,9.4,19.5,12.6,0.8,2.9,36.5,"So","2-Jun","Texas Tech",0.775915
"523","Marco Smith","UMKC","WAC",40.3,97.3,16.1,51.4,2.3,13.4,10.3,18.7,2.7,2.7,27,"Fr","2-Jun","Nebraska Omaha",1.2846
"524","Deon Stroud","UTEP","CUSA",15.6,84.3,27.2,45.6,4.4,5.6,5.4,21.2,3.7,1,39.7,"Fr","5-Jun","Fresno St.",-1.42851
