"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"1","Adam Flagler","Presbyterian","BSth",79.8,112,22.7,55.2,2.7,10.3,8.1,10.2,0.9,1.5,19.3,"Fr","3-Jun","Baylor",-1.9266
"2","Hunter Crist","Green Bay","Horz",22,100.3,11.6,37.9,2,10.1,19.3,21.9,0,1.6,78.8,"Jr","3-Jun","Binghamton",-1.04087
"3","Bernie Andre","Northern Arizona","BSky",70,102.6,22.1,51.2,6.9,21.1,7.5,15.8,1.2,1.7,28.1,"Jr","6-Jun","Vermont",-1.54391
"4","Gregory Hammond","Rhode Island","A10",1.1,118.3,19.1,50,0,24.8,27,22.3,0,0,66.7,"Fr","5-Jun","UMass Lowell",1.71098
"5","Kenny Cooper","Lipscomb","ASun",66,100.6,22.5,49.7,2.7,11.6,28.8,21.2,0.8,3.6,30.4,"Jr","Jun-00","Western Kentucky",2.75896
"6","Axel Okongo","Missouri","SEC",2.4,117.7,6.8,100,3.9,4,0,29.1,4.2,0,100,"Jr","Jul-00","Eastern Michigan",0.573553
"7","Sean East II","Massachusetts","A10",69.8,95.6,23.7,44.7,2.8,7.7,36.1,23.2,0.1,2.3,24.1,"Fr","3-Jun","Bradley",-1.34511
"8","P.J. Horne","Virginia Tech","ACC",68.5,100.5,14,55.6,3.2,13.9,2.5,14,2.9,1.5,10.7,"Jr","6-Jun","Georgia",1.27682
"9","Chevez Goodwin","Wofford","SC",54.1,115.3,27,63.8,14.1,22.9,10,14.6,6.6,0.8,44.6,"Jr","9-Jun","USC",0.260337
"10","Ben Coupet Jr.","UNLV","MWC",3,85.3,22.4,40,5.7,30,5,27.2,8.3,3.1,70,"So","7-Jun","Little Rock",2.71691
"11","Dimencio Vaughn","Rider","MAAC",79,107.4,22.8,54,5.8,17.3,13,16.9,3.1,3.2,44,"Jr","5-Jun","Mississippi",2.05279
"12","Joshua Tomaic","Maryland","B10",5.7,146.2,8.6,72.7,6.3,6.1,0,0,1.5,0,36.4,"Jr","10-Jun","San Diego St.",1.26504
"13","Sammy Friday IV","Siena","MAAC",23.7,98.1,23,53.7,13.4,16.6,1.4,21.5,3.3,1.2,56.1,"Sr","9-Jun","Eastern Illinois",-1.16247
"14","Quan Jackson","Georgia Southern","SB",83.5,93.9,21.8,44.2,1.7,13.4,8.5,13.1,1.1,4.2,35.9,"Jr","4-Jun","UAB",2.70262
"15","Tyler Bertram","Charlotte","CUSA",9.4,38.4,13.3,11.4,2.4,9.1,4.9,20.4,0,0.5,9.1,"Fr","3-Jun","Binghamton",-2.31822
"16","Ty Brewer","Southeastern Louisiana","Slnd",79.7,100.6,21.5,51.6,5.9,22.8,6.1,15.5,2,2.3,22.5,"So","7-Jun","East Tennessee St.",-0.484763
"17","Caleb Nero","Weber St.","BSky",48.3,101.9,17.7,50.6,1.2,6.6,12.5,16.5,0.3,1.7,29.9,"Fr","2-Jun","North Dakota",-0.933767
"18","Nick Honor","Fordham","A10",90,98.5,24.9,44.3,1.6,6,19,11.6,0,1.3,19.3,"Fr","10-May","Clemson",-1.29432
"19","Ben Pyle","Western Illinois","Sum",87,102.6,17.6,51.9,2.4,15.5,7.7,16.5,1.7,1.5,18.6,"So","7-Jun","San Diego",-1.72374
"20","Jalen Tate","Northern Kentucky","Horz",53.1,102.7,27,50.2,5.6,13.8,26.6,19.9,1.8,3.4,44.1,"Jr","6-Jun","Arkansas",2.3304
"21","Jojo Toppin","Georgia","SEC",7.7,81.5,18.5,38.6,8.3,6.2,5.8,30.8,1,0.6,45.5,"Fr","6-Jun","Georgia St.",-1.79557
"22","LJ Figueroa","St. John's","BE",70.8,99.8,25.4,46.3,3.4,12.9,14.9,11.5,2.2,3.7,23.5,"Jr","6-Jun","Oregon",2.4715
"23","Ra'Shawn Langston","Louisiana Tech","CUSA",55.3,106.5,16.2,46.6,1.3,8.8,13.1,10.9,0.5,2,23.7,"Jr","3-Jun","McNeese St.",0.714713
"24","Amanze Ngumezi","Georgia","SEC",7.5,93.3,22,47.1,4.7,11.5,6.3,15.9,6.4,0.6,31.4,"So","9-Jun","Jacksonville St.",-0.878762
"25","Jamal Bieniemy","Oklahoma","B12",79.6,90.6,12.6,41.1,2.2,10.8,16,20.3,0.5,2,13.8,"So","5-Jun","UTEP",2.38123
"26","Greg Lee","Cal St. Bakersfield","WAC",43.3,94.5,21.8,47.3,6.9,19.7,6.7,21.3,2.5,2.1,18.6,"Jr","9-Jun","Western Michigan",0.0723808
"27","Charles O'Bannon Jr.","USC","P12",1.5,52.8,25.5,0,24.3,0,8.5,35.4,0,6,40,"So","6-Jun","TCU",0.396016
"28","Donald Carey","Siena","MAAC",77.6,99.3,20.6,50.7,2.1,10.1,14.7,23.2,0.2,2,24.4,"So","5-Jun","Georgetown",-0.750808
"29","Nigel Shadd","Kansas St.","B12",0.5,58.7,21.6,0,49.3,89.1,0,0,0,0,50,"So","9-Jun","Pacific",-8.48589
"30","Ryan Betley","Penn","Ivy",62.6,102.8,17.5,53,1.6,18.7,7.6,13.3,0.8,1.9,15.1,"Sr","5-Jun","California",0.512528
"31","Jaden Sayles","Akron","MAC",10.7,108.5,17.5,46.7,8.3,18.3,1.6,10.5,4.9,0.5,66.7,"Jr","9-Jun","Stony Brook",0.56733
"32","Trey Jemison","Clemson","ACC",20,86.7,16.9,49,13.6,14.2,3.3,26.9,3.7,1.4,22.4,"So","Jul-00","UAB",1.30595
"33","Olivier Sarr","Wake Forest","ACC",63.7,115.7,24.2,52.9,11.4,25.8,8,13.6,4.5,0.8,69.2,"Jr","Jul-00","Kentucky",1.10948
"34","Darius Perry","Louisville","ACC",48.5,98.7,17.7,48.1,0.4,8.1,23.8,23.2,0,1.6,10.3,"Jr","2-Jun","UCF",1.44552
"35","Robert Brown","New Mexico St.","WAC",1.8,97.7,16.2,25,0,12.7,0,18.3,0,3,100,"So","9-Jun","Iona",1.62791
"36","Mike Nuga","Portland St.","BSky",45.9,106.1,22.6,51.5,3.3,12,9.6,16.9,0.4,1,17.6,"Jr","2-Jun","Kent St.",-3.46918
"37","Silas Adheke","Northern Kentucky","Horz",33,106.6,14.4,52.6,13.7,25.2,4.4,20.3,4,0.9,22.1,"Jr","8-Jun","East Tennessee St.",0.20526
"38","Seventh Woods","North Carolina","ACC",25.3,83.8,19.3,44.6,1.2,8.1,28.2,38.2,1.3,4.3,37.8,"Jr","2-Jun","South Carolina",3.86602
"39","Tomas Murphy","Northeastern","CAA",9,112.5,15.4,69.6,5.7,6.5,9.9,26.6,3.1,0.5,17.4,"Jr","8-Jun","Vermont",-1.45585
"40","Jordan Davis","Dayton","A10",79.6,100.2,16.9,50.2,0.6,9,10.2,15.7,1.2,1.8,24.4,"So","2-Jun","Middle Tennessee",0.968706
"41","Makhi Mitchell","Maryland","B10",9,82.1,24.1,35.3,10.1,28.3,3.7,17.7,7.9,1.1,64.7,"Fr","10-Jun","Rhode Island",2.43192
"42","Monty Scott","Temple","Amer",46.1,89.6,20.9,44.4,1.7,10.5,12,16.3,0.2,2,26.5,"Jr","5-Jun","Portland St.",0.472736
"43","Ryan Boyce","Memphis","Amer",2.6,85.4,11.5,50,3.5,5.8,5.4,14.4,3.2,0,80,"Fr","6-Jun","Georgia St.",0.944147
"44","Cedrick Alley Jr.","Houston","Amer",16.4,93.4,10.2,39.4,5.3,8.2,5.1,11.5,1.8,1.5,36.4,"So","6-Jun","UTSA",1.77747
"45","Zach Naylor","Mississippi","SEC",6.7,98.8,12.4,50,9.7,13.1,9.3,31.9,1.2,1.3,16.7,"Jr","8-Jun","Tarleton St.",0.663923
"46","Flynn Cameron","DePaul","BE",5.1,94.7,19.6,54.8,1.7,10.4,9.7,17.7,0,2.6,28.6,"So","3-Jun","UC Riverside",1.65074
"47","Bobby Planutis","St. Bonaventure","A10",51.7,93.9,17.8,43.4,8.1,15.9,8.4,20.7,1.3,2.4,28.3,"So","8-Jun","Fort Wayne",0.959318
"48","Omar Habwe","Mount St. Mary's","NEC",39.8,94.9,21.3,49.7,5.8,15.1,10.7,20.4,1.4,1.4,22.4,"Jr","6-Jun","Stony Brook",-1.21317
"49","Donovann Toatley","Chattanooga","SC",53.4,90.9,28.3,45.4,1.1,8.2,24.6,21.5,0.2,0.8,30.8,"Fr","9-May","Monmouth",-3.23403
"50","Cameron Bowles","Chicago St.","WAC",67.2,78.4,18.4,40.5,3.1,12.5,6.4,23.2,1.6,0.9,43.8,"So","7-Jun","North Carolina Central",-3.22384
"51","Randy Miller, Jr.","North Carolina Central","MEAC",18,89.5,27.5,44.4,1.8,6.7,7.2,25.9,0.6,1.7,51.4,"Sr","2-Jun","Indiana St.",-2.3787
"52","Darius McNeill","California","P12",81.3,98.4,17.6,49.7,0.8,4.8,5.4,11.2,0.2,2.7,14.7,"So","3-Jun","SMU",-0.957672
"53","Richardson Maitre","Florida Atlantic","CUSA",66.6,111.2,18.9,55.8,1.8,16.5,17.5,17.6,0.4,2.5,26.9,"Jr","3-Jun","Samford",1.53085
"54","Kodye Pugh","Stanford","P12",10.6,93.9,19.8,56.1,7,9,13.1,29.7,0,0.8,30.3,"So","8-Jun","Loyola Marymount",-0.183446
"55","Malik Ondigo","Texas Tech","B12",6.9,80.1,19.1,39.1,14.7,10.7,0,26.5,3.6,0,39.1,"So","10-Jun","Rice",0.142415
"56","Justin Brown","Chattanooga","SC",9.2,82,12.5,40,8.3,14.5,5.9,28.6,6.8,3.1,40,"So","10-Jun","Wagner",3.00416
"57","Tyrik Dixon","Missouri St.","MVC",37.3,88.7,19,40.6,1.7,14.6,22.9,24.3,1.4,2.6,23.6,"Jr","1-Jun","Coastal Carolina",1.79312
"58","Drew Buggs","Hawaii","BW",86.8,91.5,20.8,40.5,2.9,12.9,30.5,21.3,0.4,1.5,17.2,"Jr","3-Jun","Missouri",0.100509
"59","Chase Audige","William & Mary","CAA",72.2,103.3,18.5,55.1,4.4,11.6,14.7,20.3,2.1,2.9,26.5,"Fr","4-Jun","Northwestern",0.359008
"60","Grant Sherfield","Wichita St.","Amer",60.4,94.2,20.3,40.9,1.4,11.9,22.4,20.7,0.4,1.9,41.9,"Fr","2-Jun","Nevada",2.21669
"61","Hidde Roessink","Oklahoma St.","B12",10.9,52.3,15.7,24.1,8.3,12.8,2.6,24.2,0.9,1.3,44.4,"Fr","10-Jun","UMKC",-0.563404
"62","Chaundee Brown Jr.","Wake Forest","ACC",51.3,108.9,21.3,50.2,6.7,18.7,10.9,14.7,0.5,1,36,"Jr","5-Jun","Michigan",-0.263961
"63","Wyatt Lowell","Utah Valley","WAC",39.8,101.9,14.9,57.6,2.7,15.5,5.6,21.7,1.2,1.6,7.6,"Fr","10-Jun","BYU",1.02071
"64","Fardaws Aimaq","Mercer","SC",35.1,92.6,22.8,51.3,17.7,22.8,3.6,23.1,6.1,0.7,40.4,"Fr","11-Jun","Utah Valley",-1.61958
"65","K.J. Davis","East Carolina","Amer",62.8,87.3,17.1,40.7,2.8,14.7,7.6,12.7,4,1.9,11.8,"So","5-Jun","Samford",0.0970979
"66","Teyvion Kirk","Ohio","MAC",75.8,78.3,31.9,42.9,5.3,15.1,18,25.3,0.6,2.3,35.9,"So","4-Jun","Illinois Chicago",-0.792133
"67","Jared Bynum","Saint Joseph's","A10",91.1,103.2,19.2,47.4,1.4,10,24.6,15.8,0.5,2.1,41.6,"Fr","10-May","Providence",-0.319883
"68","Jalon Pipkins","Loyola Chicago","MVC",30.5,91.4,16,47.1,1.8,6.4,5.5,16.8,0.4,1.6,34.1,"So","4-Jun","Fort Wayne",-0.327028
"69","Victor Bailey Jr.","Oregon","P12",46.3,109.3,19.5,51.8,2.6,9.5,9.7,14.2,0,2.1,20.2,"So","4-Jun","Tennessee",1.30593
"70","Patrick Tape","Columbia","Ivy",54.4,112.9,23.8,67.1,9.2,20.1,13.9,22.5,6.7,2.6,38.7,"Jr","10-Jun","Duke",2.19027
"71","Asbjorn Midtgaard","Wichita St.","Amer",15.1,90.7,14.4,48.4,11.8,16.7,7.9,22.8,7.2,0.6,58.1,"Jr","Jul-00","Grand Canyon",3.24196
"72","Javon Freeman-Liberty","Valparaiso","MVC",78.3,101.9,31,48.1,4.5,17.2,21.7,14.6,0.9,3.8,32,"So","3-Jun","DePaul",1.07159
"73","Marcus Mitchell","Mississippi Valley St.","SWAC",17,77.6,20.5,41.4,4.6,17.7,7.4,23.5,4,2.7,46.6,"Jr","7-Jun","Middle Tennessee",-0.362165
"74","Jamarius Burton","Wichita St.","Amer",65,101.2,22.5,48.6,5.2,8.8,26.3,20.4,0.6,1.7,35,"So","4-Jun","Texas Tech",1.54629
"75","Reggie Gardner Jr.","North Carolina Central","MEAC",42.2,90.4,20.1,42.8,2.3,4,13.8,19.7,0.6,0.9,18.5,"So","2-Jun","Delaware",-2.40475
"76","Tavian Percy","New Mexico","MWC",18.4,117.4,7.3,62.1,0,7.5,8.4,15.9,0.5,0.7,17.2,"So","6-Jun","Weber St.",-1.14285
"77","Damari Parris","Eastern Michigan","MAC",18.8,88.9,19,36.7,2.2,5.5,24.5,18.1,0,2.6,9.4,"Jr","1-Jun","Prairie View A&M",-0.309278
"78","Richard Harward","Utah Valley","WAC",30.1,130.2,21.1,65.2,13.9,25.2,7,9.5,4.7,0.6,70.5,"So","11-Jun","BYU",1.36531
"79","Alex Rivera","UMass Lowell","AE",58.1,104.4,18,52.1,2.8,11.4,11,14.7,0.5,1.6,20.8,"Fr","1-Jun","LIU Brooklyn",-2.05296
"80","Russell Barlow","TCU","B12",1,0,0,0,0,0,13.3,0,0,0,0,"So","10-Jun","Cal Baptist",3.31728
"81","Sam Green","Drexel","CAA",43.3,98,15.8,51.7,5.7,10.1,7,19.4,0.7,1.2,9,"Sr","6-Jun","Howard",-1.98029
"82","Carlos Hines","Northern Arizona","BSky",69,93.3,28.7,44.4,1.7,8.8,28.9,20.3,0.4,2.9,29.4,"So","4-Jun","Northern Kentucky",-2.1672
"83","Casdon Jardine","Utah Valley","WAC",65.3,108,16.6,55.9,4.4,15.2,3.2,13,1,1,18.6,"Jr","7-Jun","Hawaii",-1.06109
"84","Reggie Chaney","Arkansas","SEC",32.5,110.3,15.8,67.1,10.7,15.9,8.9,24.2,4.1,2.5,52.1,"So","8-Jun","Houston",2.91421
"85","Deaundrae Ballard","Florida","SEC",23.6,96.4,22,49.6,6.2,10.1,3.9,18.1,2.1,2.5,13.2,"So","5-Jun","South Alabama",1.66646
"86","Jerald Gillens-Butler","Butler","BE",5,66.8,17.7,30.6,5.3,20.6,5.2,20.1,0,1.8,11.1,"So","4-Jun","Elon",-1.07367
"87","Chris Doherty","Notre Dame","ACC",1.2,113.5,14.6,75,7.2,20.9,0,0,6.7,3.9,50,"So","8-Jun","Northeastern",4.65241
"88","Shareef O'Neal","UCLA","P12",10.3,84.8,19.4,35.7,14.8,20.8,4.6,19.8,2.9,1.9,67.9,"Fr","9-Jun","LSU",-1.11396
"89","Jahvon Quinerly","Villanova","BE",15.7,87.2,24.5,41,1,9.4,19.9,20.8,0,1.3,18.1,"Fr","1-Jun","Alabama",-1.4905
"90","Matthew Mondesir","Central Arkansas","Slnd",56.1,90.2,17.7,43.9,3.9,11.7,17.6,19.9,0.8,1.8,48.4,"So","5-Jun","Bethune Cookman",-1.26535
"91","Sam DeVault","Austin Peay","OVC",4.7,145.2,8.3,100,1.9,4.1,0,23.3,0,1,57.1,"Fr","10-Jun","Bellarmine",-1.22189
"92","Shawn Olden","TCU","B12",25.3,104.2,10,50.9,1.1,6.7,9.2,21.8,0.3,2,14.8,"Jr","3-Jun","Texas Southern",1.45173
"93","Abdul Mohamed","North Texas","CUSA",4.5,94.6,13.8,44.4,8,14.6,3.4,17.4,4.8,2.4,44.4,"Jr","7-Jun","Montana St.",0.367588
"94","Felipe Haase","South Carolina","SEC",59.2,103.1,14.6,51.4,5.8,12,8.5,23.9,1.6,1,36.5,"So","9-Jun","Mercer",1.16592
"95","Kristian Sjolund","Georgia Tech","ACC",15.5,86.6,18.2,49.1,1.2,10.9,4.1,22.7,1.1,1.2,17.9,"Fr","7-Jun","UTEP",-0.297452
"96","Charlie Easley","Nebraska","B10",24.9,79.3,12.4,33.6,2.7,6.4,7,19,0.9,3,34.5,"Fr","2-Jun","South Dakota St.",1.57271
"97","Brian Patrick","Fort Wayne","Sum",59.5,96.5,24.5,52,3.3,14.5,9,20.9,0.5,1.7,17.1,"Jr","5-Jun","DePaul",-1.54433
"98","Sean Mobley","VCU","A10",44.8,91.3,13.8,47,2.7,11.1,11.8,23.2,1.8,1.6,27,"So","8-Jun","UCF",3.26937
"99","Galin Smith","Alabama","SEC",32.1,97.6,13.8,55.1,10.3,9.8,3,22.6,5.7,0.4,62.3,"Jr","9-Jun","Maryland",0.806495
"100","Frankie Policelli","Dayton","A10",7.1,84.9,15.9,42.9,2.8,9.3,15.7,19.9,1.2,1.3,14.3,"Fr","7-Jun","Stony Brook",1.24656
"101","Carlik Jones","Radford","BSth",83.9,119.9,31.4,53.1,2.3,16.1,36.1,13.5,0.7,2.3,44.1,"Jr","1-Jun","Louisville",1.14745
"102","B.J. Mack","South Florida","Amer",11.5,106.9,13.6,48.5,4,16.7,1.6,12.4,2.8,0.8,17.6,"Fr","8-Jun","Wofford",1.34458
"103","Jake Killingsworth","Columbia","Ivy",83.1,95.4,12.8,48.1,1.4,16.7,8.9,13.9,0.6,1.2,8.3,"Sr","5-Jun","UC San Diego",-0.723971
"104","Hayden Koval","Central Arkansas","Slnd",80.7,102.7,18.5,52.1,7,17.4,9.3,21.1,9.2,1,48.9,"Jr","Jul-00","UNC Greensboro",1.02997
"105","Yor Anei","Oklahoma St.","B12",50.6,103.4,21.8,48.7,8.9,17.3,5.5,16.2,11.8,1.7,57.4,"So","10-Jun","SMU",3.78098
"106","Javan Johnson","Troy","SB",75.1,96.1,19.6,47.6,3.3,13.4,11,17.3,2.7,1,17.1,"So","7-Jun","Iowa St.",-1.43397
"107","David DeJulius","Michigan","B10",51.7,108.4,17.3,50,1.3,11.5,12.7,10.3,0.1,1.2,28.3,"So","Jun-00","Cincinnati",1.76859
"108","Jordan Bell","Loyola Marymount","WCC",54.1,96.5,20.7,45.7,5.6,20.4,14.7,16,5.5,2.8,22.6,"Jr","8-Jun","Pacific",2.40149
"109","Rapolas Ivanauskas","Colgate","Pat",73,94.4,27.4,46,6.9,22.4,14,17.4,2,1.3,23.6,"Sr","10-Jun","Cincinnati",-0.56181
"110","Serrel Smith Jr.","Maryland","B10",16.6,68,17.9,31.3,2.2,9.5,10.9,24.1,0.5,1.1,16.1,"So","4-Jun","East Tennessee St.",-0.123218
"111","Brendan Barry","Dartmouth","Ivy",90.4,115.4,17.3,56.9,0.6,10.3,16.9,13.5,0.6,1.8,18.5,"Jr","2-Jun","Temple",-0.40631
"112","Dana Tate","Rhode Island","A10",12.9,70.5,15.8,38.9,1.3,11.7,10.2,29.3,1.4,1.8,16.7,"So","7-Jun","Siena",1.41575
"113","Prince Oduro","Mississippi St.","SEC",6.9,99,17,53.8,8.6,17,2.1,28.2,3.8,0.7,123.1,"So","8-Jun","South Florida",0.610934
"114","Keve Aluma","Wofford","SC",68.1,123.3,13.7,64.6,13,19.9,5.9,17.7,4.3,1.3,66.9,"So","9-Jun","Virginia Tech",2.10684
"115","Isaiah Wilkins","Virginia Tech","ACC",35.2,97.6,20.6,42,5.2,15.8,18.9,10.3,1.1,3.3,15.3,"So","4-Jun","Wake Forest",2.52031
"116","Robert Allen","Samford","SC",80.7,92.8,23.4,46.1,6,16.8,8.7,18.7,4.3,1.4,31.9,"So","8-Jun","Mississippi",-2.04483
"117","Austin Williams","Marist","MAAC",40.6,88.4,20,53.3,5.2,13.4,14.3,28.2,1.2,2.6,50.5,"So","3-Jun","Hartford",0.201316
"118","Dwight Wilson","James Madison","CAA",51.1,102.5,23.2,53.4,14.3,29.6,4.7,15.7,1.1,1.2,30.3,"Jr","8-Jun","Ohio",-3.16407
"119","Justin Mazzulla","George Washington","A10",4.9,153.6,12.5,80,1.9,9.2,23.5,15,0,1.9,40,"Jr","3-Jun","Vermont",1.79378
"120","Jairus Hamilton","Boston College","ACC",49.7,93.4,20.4,47.6,4.4,14.5,8.9,17.6,0.7,1.3,19.1,"So","8-Jun","Maryland",-0.0546584
"121","Kevin McAdoo","Eastern Michigan","MAC",59.6,97.4,20.2,47.1,1.7,3.8,12.4,19.6,0,2.3,26.2,"So","2-Jun","Bradley",-0.364604
"122","Frank Ryder","Colorado","P12",0.3,99.6,46.3,50,90.1,28.5,0,0,0,0,100,"Jr","10-Jun","Denver",-9.68269
"123","Sloan Seymour","Siena","MAAC",65.2,106.4,16.6,54.8,0.6,2.9,1.7,6.3,0.4,0.5,1.1,"Fr","9-Jun","George Washington",-3.37593
"124","Bryan Greenlee","Minnesota","B10",3.8,46.4,17.1,31.3,0,20.1,14.3,51.6,0,2.5,0,"Fr","Jun-00","Florida Atlantic",1.12178
"125","Isaiah White","Utah Valley","WAC",48.3,101.5,26.3,45.3,8,24,8.4,13.1,1.5,1.3,57.8,"Jr","7-Jun","USC",-1.259
"126","Chance McSpadden","UCF","Amer",3.7,69.1,15.1,35.7,7.5,21.3,10.6,24,0,1.2,85.7,"Jr","4-Jun","Stetson",0.635174
"127","Seth Towns","Harvard","Ivy",64.1,102.6,30.4,50,4.4,20,15.9,15.6,3,1.8,28.3,"So","7-Jun","Ohio St.",1.3552
"128","Frederick Scott","Rider","MAAC",72.3,103.1,21.7,54,5.7,14.5,10.3,17.9,1.1,1.3,46,"Jr","8-Jun","Boston College",-0.426501
"129","Zach Kent","Tennessee","SEC",0.8,84.6,14,75,0,22.9,0,42.9,0,0,0,"So","11-Jun","Delaware St.",-0.419304
"130","Marquis Godwin","Old Dominion","CUSA",26.3,81.8,18,38.6,0.9,10.1,1.2,11.7,0.4,0.5,3.3,"Jr","5-Jun","Hampton",-1.50857
"131","Both Gach","Utah","P12",65.2,90.4,22.9,45.5,1,12.4,19.3,24,0.5,1.4,27.6,"So","6-Jun","Minnesota",-0.567856
"132","Makale Foreman","Stony Brook","AE",88,102.5,22.8,48.5,1.5,6.9,12.6,14.8,0.1,1,20.5,"Jr","1-Jun","California",-1.68036
"133","Samari Curtis","Nebraska","B10",3.8,107.2,11.7,60,0,14.5,3.7,18.7,2,0,20,"Fr","4-Jun","Evansville",-1.08349
"134","Akuwovo Ogheneyole","Howard","MEAC",50.1,102.2,13.7,48.2,11.7,16.4,2.2,20.4,3.9,1.1,39.5,"Fr","9-Jun","Binghamton",-1.60632
"135","Kaden Archie","UTEP","CUSA",32,78.7,17.2,47.8,5.3,7.6,9.4,33.7,2.4,1.7,36.2,"So","6-Jun","Georgia Southern",0.264231
"136","Michael Ertel","Louisiana Monroe","SB",95.6,101.5,23.6,46.2,1.2,8.6,17.7,11.6,0.2,1.6,25.2,"Jr","2-Jun","UAB",-0.732018
"137","Dontarius James","Xavier","BE",9.2,80,15.2,42.9,8.3,17.4,7.2,28.5,0.9,1,47.6,"So","7-Jun","Jacksonville",0.832072
"138","Salif Boudie","Arkansas St.","SB",35.5,107.9,14,56.6,11.1,17.4,3.1,26.3,4.8,1.3,83.6,"Jr","8-Jun","UMass Lowell",0.207954
"139","Dontay Bassett","Florida","SEC",9.1,108.2,13.9,46.7,14.2,16.6,7.7,19.1,8,1.6,80,"Jr","9-Jun","Weber St.",3.99709
"140","Hugh Baxter","Colgate","Pat",0.7,55.3,33.2,40,0,23,0,35.9,11.8,5.9,0,"So","8-Jun","UC San Diego",2.66546
"141","Ra Kpedi","Vermont","AE",16.8,102.1,14.8,52.9,8.8,11.4,4.2,18.3,1.6,0.5,85.3,"So","9-Jun","Fort Wayne",-0.517571
"142","Trevor Moore","Cincinnati","Amer",2.9,58.1,18.2,37.5,0,27.6,14.9,44.2,0,1.6,0,"Jr","5-Jun","Morgan St.",0.55687
"143","Drew Peterson","Rice","CUSA",81.6,101.8,21.4,48.9,5.5,16.8,21.2,22,1.1,1.8,32.5,"So","8-Jun","USC",-0.45769
"144","Trace Ramsey","Maryland","B10",0.7,36.2,15.2,0,0,10.7,0,39.6,0,0,200,"Fr","7-Jun","UC San Diego",-1.86543
"145","Maishe Dailey","Iowa","B10",30.7,90.9,13.5,40.9,2.2,11.4,12,20.3,0,1.4,22.7,"Jr","7-Jun","Akron",0.174414
"146","Darian Adams","Troy","SB",62.7,93,23.3,44.8,3.8,12.8,21.9,20.9,0.8,1.5,18.3,"Jr","3-Jun","Jacksonville St.",-1.41379
"147","Nick Hopkins","Belmont","OVC",31.1,99.7,23.5,46.3,1.7,12.1,16.4,12.4,0,2.5,17.8,"Jr","Jun-00","Siena",-0.133463
"148","Jeremiah Francis","North Carolina","ACC",16.1,72.2,21.2,25.8,0.5,9.6,20.9,23.5,0,1.8,39.4,"Fr","Jun-00","New Mexico",-0.890347
"149","David Nzekwesi","Denver","Sum",35.5,92.5,20.3,43.6,6.9,15.1,3.8,12.2,2,1,37.1,"So","9-Jun","Weber St.",-1.93954
"150","Shaun Williams","Kansas St.","B12",3.6,78.6,31.9,45,7.5,8.1,31.9,32.4,0,2.6,0,"So","3-Jun","Cal St. Bakersfield",-2.42467
"151","Adrease Jackson","Dartmouth","Ivy",34.9,95.7,23.9,44.2,7,22.9,6.6,13.2,3.8,1.4,23.1,"So","8-Jun","Northern Arizona",-1.63567
"152","Jay Jay Chandler","Texas A&M","SEC",49.1,85.2,20,43.1,1.8,9.4,11.9,27.2,0.2,2.3,35.9,"Jr","4-Jun","New Mexico",0.720506
"153","Sam Iorio","American","Pat",82.5,111.4,18.1,52.5,3.9,16.8,10.4,11.4,2.4,1.6,18.7,"So","6-Jun","South Alabama",-0.564745
"154","Caleb Green","Holy Cross","Pat",88.7,100.4,18.9,49.2,1.4,9.1,17.2,15.7,0.2,2,20.5,"So","10-May","Fairfield",-1.69385
"155","Kaosi Ezeagu","UTEP","CUSA",30.8,77.5,17,55.2,9.6,18.8,1.3,35.1,6.9,1.4,53.4,"Fr","10-Jun","Kansas St.",2.50053
"156","Marcus Santos-Silva","VCU","A10",68,106.5,24.5,56.9,12.1,25.9,7.9,16.4,5.3,2.3,48.1,"Jr","7-Jun","Texas Tech",1.89168
"157","Jacob Toppin","Rhode Island","A10",45.7,106.6,14.5,47.7,7.8,14.6,5,11.7,2.3,1.1,34.9,"Fr","8-Jun","Kentucky",1.00439
"158","Brandon Leftwich","Mount St. Mary's","NEC",26,86.8,20.4,41.3,3.4,20.1,15.7,27.9,2.1,2.9,62.3,"Jr","3-Jun","George Washington",0.713331
"159","Andrei Savrasov","Texas Tech","B12",7.6,98.2,14.5,50,6.6,19.7,6,16.9,1.2,1.2,0,"Fr","7-Jun","Georgia Southern",1.48013
"160","Clifton Moore","Indiana","B10",4.2,105.5,19.9,63.6,13.7,32.9,12.6,19.5,5.6,2.9,109.1,"So","10-Jun","La Salle",3.77052
"161","Sam Hauser","Marquette","BE",82.6,124,19.2,57.6,3.7,19.5,14.5,11.7,1.7,1.1,21,"Jr","8-Jun","Virginia",2.14376
"162","Mike Henn","Cal Baptist","WAC",54.2,105.5,15.2,50.7,4.7,14.4,6.4,14.8,0.7,0.5,20.7,"So","8-Jun","Portland",-1.32511
"163","Kevin Cross","Nebraska","B10",44.7,86.2,24.6,40.9,5.1,16.9,13.2,14.1,2.2,0.8,18.2,"Fr","8-Jun","Tulane",-0.507609
"164","Cameron Allen","Cal St. Bakersfield","WAC",47.9,98.6,23,46.9,1.2,9.6,17.2,17.8,1.2,1.9,15.3,"Jr","Jun-00","Towson",-0.329737
