"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"164","Kevin Schutte","Hofstra","CAA",20.1,113.9,13.2,51.6,15.1,21.5,4.8,14.1,6.4,1.6,38.7,"Jr","9-Jun","Incarnate Word",0.600069
"165","Vance Jackson Jr.","Arkansas","SEC",23.5,102,16.5,47.9,3.5,15.1,9.7,13.9,0.7,1.4,14.7,"Sr","9-Jun","East Carolina",0.961704
"166","Virshon Cotton","LIU Brooklyn","NEC",66,85.5,19.8,42.9,0.8,13.5,19.5,25.1,0,2.4,14.7,"Jr","2-Jun","New Mexico St.",-0.806349
"167","Alonzo Gaffney","Ohio St.","B10",9.4,79.8,17.5,58.7,5.3,18.2,3.5,35.5,4.1,0.5,34.8,"Fr","9-Jun","Arizona St.",2.28132
"168","Chase Barrs","Western Michigan","MAC",11,85.1,8.8,42.9,5.4,8.7,8.1,22.7,2.4,1.3,85.7,"So","9-Jun","Florida A&M",0.777837
"169","Nathanael Jack","Florida St.","ACC",14.1,108.7,21.6,56.3,4.4,6.8,6.7,16.8,0.8,1.2,14.3,"Sr","5-Jun","Cleveland St.",-1.09919
"170","Rasheed Browne","Texas A&M Corpus Chris","Slnd",18,82.3,18,38.9,5.3,14.6,17.6,33,0.7,1.5,59.3,"Jr","2-Jun","North Texas",-2.11118
"171","Caleb Huffman","Central Michigan","MAC",61.1,98.7,26.8,49.5,3,11.1,15.9,16.8,0.9,2,22.7,"Jr","4-Jun","Nicholls St.",-2.83911
"172","C.J. Wilcher","Xavier","BE",17.8,101.6,17.1,51.1,5.3,6.2,5.8,15.6,0.7,1.9,8.9,"Fr","5-Jun","Nebraska",-0.763986
"173","Trevante Anderson","San Francisco","WCC",1.6,146.8,13.8,50,0,0,21.4,0,0,0,200,"Jr","2-Jun","Idaho",-1.24029
"174","Mileek McMillan","Valparaiso","MVC",27.8,66.9,23.1,39.7,2,13.7,5.9,25.6,2.7,0.8,10.3,"Sr","8-Jun","Western Michigan",-1.26861
"175","Tyree Corbett","Alcorn St.","SWAC",44.9,110,20.1,50.4,11.5,21.8,1.4,10.7,1.8,2,29.6,"Jr","7-Jun","Coppin St.",-2.17017
"176","RayJ Dennis","Boise St.","MWC",67.6,104.8,17.9,50.5,1,12,19.9,16.6,0.6,2.4,19.9,"So","2-Jun","Toledo",2.15343
"177","Emanuel Miller","Texas A&M","SEC",73.8,114,25.9,57.1,11.7,20.6,12.2,19.8,0.5,1.6,53.1,"So","7-Jun","TCU",0.30209
"178","Yauhen Massalski","San Diego","WCC",38.9,95.6,25,59.4,12,31,11.5,28.1,10.1,1,30.4,"Sr","10-Jun","San Francisco",2.4841
"179","Braden Burke","Central Michigan","MAC",2.6,89.3,13.1,33.3,10.1,5.3,0,0,0,0,0,"Sr","Jul-00","Oakland",-6.75573
"180","Cameron Shelton","Northern Arizona","BSky",88.6,97.8,34.2,45.6,3.6,19.2,30.3,16.8,0,2.5,44.3,"Jr","2-Jun","Loyola Marymount",-1.75651
"181","Toumani Camara","Georgia","SEC",67.8,100.8,22.4,51.7,8.8,21.3,10.4,20.3,4.1,2.3,44.1,"So","8-Jun","Dayton",1.47649
"182","Bennett Kwiecinski","Siena","MAAC",7.2,93.4,4.2,33.3,2.6,4.6,0,0,2.1,0,66.7,"Fr","8-Jun","St. Thomas",-1.34961
"183","Kenan Blackshear","Florida Atlantic","CUSA",62.7,103.2,21.4,51.5,6.2,13.3,12,22.4,0.5,3.5,52.7,"So","6-Jun","Nevada",1.30328
"184","Jalen Benjamin","UAB","CUSA",53.1,101.7,23.8,46.5,1,5.5,14.2,13.8,0,2.3,20.5,"So","10-May","Mount St. Mary's",-0.27479
"185","Jamir Harris","American","Pat",92.4,111.9,26.2,60.9,1.7,7,21.6,19.3,0,1.5,29.6,"Sr","2-Jun","Seton Hall",-2.49151
"186","Will Baker","Texas","B12",15.6,64.3,26.3,31.9,8.6,18.5,8.3,23.8,1.1,1.6,21.7,"Fr","11-Jun","Nevada",-0.482884
"187","Jalen Gibbs","Mount St. Mary's","NEC",15.2,118.7,22.1,54.4,2.5,12.9,11.5,12.1,0,2.2,46.7,"Sr","3-Jun","Jacksonville St.",0.642841
"188","Chris Efretuei","Louisiana Monroe","SB",42.8,91.9,16.9,55.8,8.3,14.4,6.7,25.1,8,1.9,28.4,"Sr","1-Jul","Maine",1.43906
"189","Parker Stewart","Tennessee Martin","OVC",77.4,104,28.5,49.4,2.7,13,21.2,18.2,1.2,1.2,33.4,"So","5-Jun","Indiana",-4.80788
"190","Timmy Allen","Utah","P12",86.9,101.5,29.1,48,4.3,17.9,23.5,17.9,0.8,2.2,43.1,"Jr","6-Jun","Texas",1.00907
"191","Efe Odigie","UTEP","CUSA",13.7,104.6,25,57.1,6.8,20.3,4.8,14.2,2.8,1,16.3,"Jr","9-Jun","Troy",0.710721
"192","Josh Endicott","North Florida","ASun",42.7,105.9,19.4,57.7,9.7,17.7,7.8,19.4,1,0.7,26.5,"Jr","8-Jun","Tennessee Martin",-2.8016
"193","David Green","Hofstra","CAA",21.2,78.4,18.3,40.3,1.7,15.8,2.8,19.3,0,1.8,12.9,"Fr","7-Jun","Louisiana Tech",-1.86092
"194","Fatts Russell","Rhode Island","A10",74.9,100.2,26.5,38,1.3,13.4,27,15.1,0.4,3.3,57,"Sr","11-May","Maryland",1.46498
"195","Jordan Brooks","Iona","MAAC",0.6,0,0,0,0,0,0,0,0,0,0,"Fr","4-Jun","Kansas St.",-1.98992
"196","Logan Curtis","East Carolina","Amer",11.7,82.5,15.4,40.2,3.1,7,9.4,12.7,0.8,1.9,7.3,"Fr","3-Jun","Delaware",-1.58452
"197","Tai'Reon Joseph","Austin Peay","OVC",43.3,94.7,19,46.5,2.1,6,9.9,19.6,0,1.9,14.7,"Fr","1-Jun","Radford",-1.78649
"198","Bayron Matos","New Mexico","MWC",41.5,93.2,17.4,51.9,10.7,12.3,2.7,16.9,2.6,0.7,54.4,"Fr","9-Jun","South Florida",-1.51804
"199","Andre Jones","Nicholls St.","Slnd",58.7,95.7,24,48.5,2,18.3,21.9,23.3,1.5,2.1,30.5,"Sr","4-Jun","Louisiana Monroe",-0.330104
"200","Assane Diouf","Fresno St.","MWC",1.2,0,12.9,0,0,11.4,0,42.6,0,0,0,"So","2-Jul","Austin Peay",-3.8594
"201","Tye Fagan","Georgia","SEC",54.8,110.7,18.5,61.7,7.7,13.5,9.6,19.6,1.5,1.2,20.6,"Jr","3-Jun","Mississippi",-0.0220284
"202","Marcellus Earlington","St. John's","BE",41.7,101.2,19.5,50.6,5.3,21.7,7.1,13.4,1.9,2,17,"Jr","6-Jun","San Diego",0.276099
"203","Ben Coupet Jr.","Little Rock","SB",80.6,111.3,16.3,55.4,4,9.6,12.5,17.2,1,2,34.5,"Sr","7-Jun","Southern Illinois",-0.453334
"204","Diego Willis","NJIT","AE",53.4,102.8,16.2,41,4.5,14,8.9,8.8,0,1.7,39,"Jr","4-Jun","Stephen F. Austin",-1.61134
"205","Jamison Battle","George Washington","A10",80,104.6,22,56.1,1.3,14.4,4.3,15.8,0.8,1.4,23.7,"So","7-Jun","Minnesota",-1.88293
"206","Damaria Franklin","Tennessee Tech","OVC",55.7,91.5,25.2,50.4,3.5,17.2,9.7,20,0.5,2.6,17.8,"Jr","4-Jun","Illinois Chicago",-1.98735
"207","Pavel Zakharov","Gonzaga","WCC",2.2,84.7,20.1,38.9,13.9,3.9,0,19.1,0,0,22.2,"So","Jul-00","Cal Baptist",-4.1534
"208","Trevor Anderson","Wisconsin","B10",33,123.1,11.7,63.7,2.2,9.5,16.3,16.5,0,0.9,29,"Sr","3-Jun","Valparaiso",1.40274
"209","Tyson Jackson","Middle Tennessee","CUSA",27.4,83.2,15,59.5,3.6,16.2,4.6,35,1.8,0.7,31,"So","9-Jun","New Orleans",-0.0826429
"210","Keith Fisher III","Illinois St.","MVC",59.3,92.3,24.8,47.6,11,18.3,7.9,20.9,1.3,1.5,37.9,"Jr","8-Jun","Pepperdine",-0.808799
"211","Nevin Zink","USC Upstate","BSth",65.3,106.6,18.4,61.2,9.6,15.9,4.6,23.1,2.9,1.3,71.6,"Jr","9-Jun","Boston University",-1.1331
"212","Quinten Post","Mississippi St.","SEC",20.1,91.2,20.8,47.6,10.2,16.7,8.8,25.2,6.5,1.8,17.1,"So","Jul-00","Boston College",2.34721
"213","Alec Oglesby","Cleveland St.","Horz",39.1,109.1,13,53.2,1.4,7.7,5.9,14.8,0.3,1.4,22.3,"Fr","5-Jun","UNC Wilmington",-0.258356
"214","Kamaka Hepa","Texas","B12",5.3,121.1,16.5,72.2,4,12.8,3.5,18,3.6,1,5.6,"Jr","9-Jun","Hawaii",0.724006
"215","Floyd Rideau Jr.","South Carolina St.","MEAC",50.7,97.9,19.1,51.3,3.8,11.3,10.9,16.7,2.7,1.7,23.7,"Fr","5-Jun","USC Upstate",-1.75648
"216","Joseph Lanzi","Denver","Sum",24.6,76.6,17.7,43,1.2,13.6,10.8,28.5,0,1.1,18.3,"So","5-Jun","College of Charleston",-1.60279
"217","Mark Freeman","Tennessee St.","OVC",79.7,94.9,28.7,44.4,1.4,12.3,29,20.3,0.2,3,38.6,"So","10-May","Illinois St.",-0.56794
"218","Chris Austin","Fordham","A10",88.2,96.8,17.7,49.6,0.7,7.1,6.3,12.8,0.9,1.4,28.2,"So","4-Jun","Portland",-0.23046
"219","Jordan Davis","Middle Tennessee","CUSA",83.5,85.1,21.2,41.7,1.9,10.6,14.9,19.9,0.4,2.2,20.4,"Jr","3-Jun","Jacksonville",-0.783314
"220","Leon Ayers III","Mercer","SC",59.2,105.2,25.2,57,4.5,12.6,15,19.4,1.2,2.9,25.4,"Jr","6-Jun","Duquesne",0.312247
"221","Jabri Abdur-Rahim","Virginia","ACC",3.7,72.7,18.2,25,0,6.7,9.5,9.8,3.3,1.8,20,"Fr","7-Jun","Georgia",-0.596672
"222","Walker Kessler","North Carolina","ACC",21.9,114.7,22.8,58.3,18.4,21,7.3,15.3,10.7,3.3,45.6,"Fr","1-Jul","Auburn",4.73336
"223","Justus Rainwater","Florida Gulf Coast","ASun",16.6,94.8,13.9,66.7,12.7,17.1,0,30.3,7,1.6,66.7,"Sr","8-Jun","Northern Arizona",1.46531
"224","Abdoul Karim Coulibaly","Pittsburgh","ACC",56.1,112.1,12.2,52.2,7.3,12.3,7.2,15.4,4.6,1.8,32.2,"So","8-Jun","St. Bonaventure",2.15272
"225","Mamadou Doucoure","Rutgers","B10",5.4,118.8,11.9,50,11.1,14.6,0,0,0,2.9,33.3,"Jr","9-Jun","La Salle",1.54381
"226","Cameron Holden","Tennessee Martin","OVC",59.5,104.7,30.8,44.2,15.6,20.9,19.3,13.7,1.6,3.7,57.1,"Jr","5-Jun","Towson",-1.44798
"227","Dyson Koehler","Cal Poly","BW",27.6,78.1,16.9,31.4,9.3,22.1,3.4,22,0.4,0.9,47.1,"Fr","7-Jun","Weber St.",-2.4227
"228","Jalen Johnson","Wake Forest","ACC",37.2,101.6,17.2,47.7,4.8,14.7,7.5,13.2,3.7,1.7,19.5,"Sr","6-Jun","Mercer",0.417607
"229","Josh Roberts","St. John's","BE",24.2,136.6,10.9,64.4,12.8,14.6,5.6,11.3,7.6,1.8,20,"Jr","9-Jun","Manhattan",1.89959
"230","Hayden Curtiss","Portland","WCC",29.5,85.6,13.6,44.3,8.5,17.8,8.6,22.7,11,2.3,34.3,"Fr","9-Jun","Portland St.",1.3456
"231","Kameron Gibson","Western Carolina","SC",30,104.5,15.3,53.5,1.9,9.9,8,12.9,0.4,0.7,9.4,"Jr","3-Jun","Vermont",-2.10633
"232","Josh Carlton","Connecticut","BE",23.1,99.6,20.5,48.2,15.5,21.5,6.2,22,4.2,2,39.3,"Sr","11-Jun","Houston",2.18248
"233","Isaiah Wilkins","Wake Forest","ACC",18.5,106.1,12.2,44.6,3,16.4,16.6,12.5,0.7,4.6,21.4,"Jr","4-Jun","Longwood",4.12981
"234","T.J. Berger","Georgetown","BE",6.6,108.7,15.4,66.7,0,10.6,19.7,26.8,1.6,2.5,20,"Fr","4-Jun","San Diego",1.82883
"235","Terrell Brown","Pittsburgh","ACC",26.4,88.1,16.3,43.5,12.2,14.9,1.6,26.1,9.2,0.8,45.7,"Sr","10-Jun","San Diego",1.26572
"236","Franklin Agunanne","Loyola Chicago","MVC",11.4,102.3,18.1,61.1,8.6,25.4,0,18.7,0.9,0.9,30.6,"So","9-Jun","SMU",-0.854167
"237","Jacob Groves","Eastern Washington","BSky",54.7,111.8,19.1,59.7,5.5,15.6,8.3,16.9,0.6,1.2,24,"So","7-Jun","Oklahoma",0.299018
"238","Demarius Jacobs","Saint Louis","A10",35,124.3,13.7,58.9,2,9.8,8,13,1.7,1.6,51.6,"Jr","2-Jun","Ball St.",1.30252
"239","C.J. Keyser","North Carolina Central","MEAC",78.9,97.4,27,49.2,2.5,11,13.1,15.5,1.6,1.4,29.4,"Sr","3-Jun","Old Dominion",-2.52507
"240","Dom Martinelli","Northwestern","B10",0.5,258.2,13.8,0,23.7,23.1,32.5,0,0,0,0,"Fr","4-Jun","St. Thomas",3.7534
"241","Damien Sears","Nicholls St.","Slnd",25.5,114.2,13.6,71.8,11.5,19.6,5.4,25.7,2.1,2.4,48.7,"Sr","7-Jun","Southern",0.350376
"242","Amari McCray","Portland St.","BSky",20.6,94.1,27.9,47.4,10.9,19.1,1.8,21.9,8,2.7,47.4,"Sr","10-Jun","Grambling St.",2.45661
"243","Kendall Lewis","Appalachian St.","SB",12.1,73.6,30.9,36.9,5.4,12.6,10.8,29.9,1.8,2,57.1,"So","7-Jun","Illinois St.",-1.74254
"244","Chris Knight","Dartmouth","Ivy",64.3,99.4,33.4,55.2,8.5,20.1,21.8,18.9,5.9,2,28.6,"Jr","7-Jun","Loyola Chicago",2.34268
"245","Damiree Burns","Southern","SWAC",16,88.1,26.4,45.1,8.6,19.4,9.7,22,2.5,1.3,25.5,"So","7-Jun","Murray St.",-0.697294
"246","Jalen Cone","Virginia Tech","ACC",33.4,103.5,22.8,50.4,0.8,5.7,9.9,10.6,0.4,1.2,10.3,"So","10-May","Northern Arizona",-0.828654
"247","Zach Nutall","Sam Houston St.","Slnd",76.9,96.5,30.8,51,3.5,17,10.9,19.3,1.2,1.7,23.9,"Jr","3-Jun","SMU",-1.48464
"248","Anthony Roberts","St. Bonaventure","A10",7.6,76.6,25.8,28.3,9.1,5.3,22.7,22.2,2,1.9,17.4,"Jr","4-Jun","Stony Brook",-0.671794
"249","Kristian Sjolund","UTEP","CUSA",34.2,139.1,11.8,72.7,2.3,16.3,5,8.6,2.6,0.2,7.8,"So","8-Jun","Portland",0.805213
"250","Miroslav Stafl","Hartford","AE",52.5,97.8,23.4,56.1,8.9,15,10.6,22.8,3.3,1.1,35.1,"So","10-Jun","Central Michigan",-0.0626052
"251","Parker Braun","Missouri","SEC",17.6,130.4,12.4,66.7,6.3,12,7.2,9.9,7.8,0.3,54.5,"So","8-Jun","Santa Clara",2.54651
"252","Naz Bohannon","Youngstown St.","Horz",82.1,108.2,27.4,52.6,9.3,19.2,22.8,16.7,0.1,1.2,34,"Sr","6-Jun","Clemson",-1.31881
"253","Juan Munoz","Longwood","BSth",81.7,100.7,23.1,49.5,0.6,11.4,18.7,19.6,0,2.2,27.5,"Jr","Jun-00","Hawaii",-0.808628
"254","Mikal Starks","Georgia","SEC",8.6,74.3,7.1,12.5,3.8,10.3,16.9,26,0,3.1,0,"Jr","Jun-00","Portland St.",2.79158
"255","Jordan Shepherd","Charlotte","CUSA",83.2,95.8,22.2,48.3,0.8,12.1,19.7,20.6,1.3,2.2,49.5,"Sr","4-Jun","California",0.24004
"256","Ben Callahan-Gold","Tulane","Amer",0.5,47.4,20,0,0,0,0,0,0,0,50,"Fr","7-Jun","Bryant",-14.8226
"257","Terence Lewis II","North Texas","CUSA",18.5,118.6,20.7,60.6,9.9,21.2,10.5,17.9,1.2,4,44.2,"Jr","7-Jun","Jackson St.",3.28977
"258","Tyreek Scott-Grayson","UAB","CUSA",64.4,108.3,19.1,50,2.2,10.8,12.9,15,2,2.8,29.1,"Sr","5-Jun","Northeastern",2.43279
"259","Trey Anderson","South Carolina","SEC",11.2,136.9,12.9,65.2,9.5,7.7,8.1,4.4,0,1.1,26.1,"So","6-Jun","San Jose St.",0.124993
"260","Donovan Williams","Texas","B12",14.2,77.1,23.3,33.9,6,6.2,4.9,22.3,2,1.9,23.2,"So","6-Jun","UNLV",-0.522966
"261","Brandon Horvath","UMBC","AE",80.8,105.3,21.8,52,8.6,20.1,12.5,17.3,1.3,1.1,30.3,"Sr","10-Jun","Utah St.",0.376646
"262","Tyler Robertson","Eastern Washington","BSky",61,118.2,21.2,56.4,3.6,11.7,21.1,15.1,0,1.4,35.1,"So","6-Jun","Portland",0.182528
"263","Dontrell McQuarter","Rider","MAAC",58.3,84.8,21.7,38.1,6.5,14.2,10.2,17.5,1.3,1.6,25,"Jr","7-Jun","Alcorn St.",-2.5874
"264","Daniel Lobach","Rutgers","B10",0.1,0,0,0,0,0,0,0,0,0,0,"Fr","7-Jun","Samford",-2.34162
"265","Davion Warren","Hampton","BSth",87.3,100.5,33.1,51.3,4.1,15.1,21.2,18.1,2,3.4,34.8,"Sr","6-Jun","Texas Tech",-0.695637
"266","Desi Sills","Arkansas","SEC",51.5,106.5,17.7,50,3.1,10.9,12.8,15.4,1,2.7,35.2,"Jr","1-Jun","Arkansas St.",2.46743
"267","Abayomi Iyiola","Arkansas","SEC",0.1,0,0,0,0,106.3,0,0,0,0,0,"Jr","9-Jun","Hofstra",5.40128
"268","Vladislav Goldin","Texas Tech","B12",4,107.9,21.7,35.3,4.9,20.6,8.5,5.9,2.6,2.5,41.2,"Fr","1-Jul","Florida Atlantic",2.45566
"269","Shahada Wells","UT Arlington","SB",78.2,102.6,29.6,47.7,2.8,9.6,31.1,14.1,0.8,4.1,20.2,"Jr","Jun-00","TCU",0.507061
"270","Markeese Hastings","Butler","BE",7.4,55.3,11.9,7.7,9.2,17.6,4.8,13.9,1.6,1.6,15.4,"So","7-Jun","Western Michigan",-0.0060384
"271","Phlandrous Fleming Jr.","Charleston Southern","BSth",74.8,100.2,30.5,46.6,2.9,20.2,17.7,15.2,3,2.9,33.1,"Sr","4-Jun","Florida",0.344756
"272","Jarrett Hensley","UNC Greensboro","SC",16.3,92.2,15.4,39.8,2.5,12.7,4.3,15.1,4.4,1.4,36.7,"Fr","8-Jun","Cincinnati",1.04078
"273","Tristan Enaruna","Kansas","B12",18.9,89.2,19.9,47.6,8,10.8,6.9,25,2,2.1,22.6,"So","8-Jun","Iowa St.",1.06721
"274","Jason Carter","Xavier","BE",65.8,98.2,14.6,41.2,8.4,15.7,9.3,13.4,2.8,1.4,35.1,"Sr","8-Jun","Ohio",1.07896
"275","Greg Outlaw","Central Connecticut","NEC",47.4,93.3,24,47.4,7.4,14.4,7.8,17.4,1.1,2.7,20.9,"So","4-Jun","Pacific",-1.61409
"276","Chico Carter Jr.","Murray St.","OVC",61.9,107.1,24.2,58.5,0.6,6.9,14.9,19.7,0.4,2.8,20.5,"So","2-Jun","South Carolina",-0.0648306
"277","James Baker, Jr.","Morehead St.","OVC",68.5,97.2,17.4,50.8,7.8,11,6.2,22.6,3.6,0.4,41.9,"Sr","6-Jun","UNC Wilmington",0.507626
"278","KJ Hunt, Jr.","Morehead St.","OVC",59.7,92.9,20,46.7,0.7,9.6,24.4,29.9,1.8,1.5,46.1,"Jr","3-Jun","Denver",0.578638
"279","Zane Meeks","Nevada","MWC",38.3,104.5,21.2,54.5,9.6,20.2,7.1,20.3,1,0.9,39.1,"So","9-Jun","San Francisco",-0.594703
"280","Oscar Tshiebwe","West Virginia","B12",16.9,112.9,22.9,52.3,20.4,23.2,7.3,15,2.2,1.1,43.1,"So","9-Jun","Kentucky",-0.115178
"281","Bernie Andre","FIU","CUSA",8,85.1,18.6,45.7,3.1,10.3,2.7,21,2.8,0.8,8.7,"Sr","6-Jun","Tennessee Martin",-3.1344
"282","Jalanni White","Canisius","MAAC",30.2,81.2,20.2,42,4.8,12.9,18.8,23,4.5,1.1,25,"Sr","8-Jun","Penn St.",-0.072558
"283","Brendan Medley-Bacon","VCU","A10",5.1,52.7,16.2,22.2,4.6,14.6,3.2,33.2,4.2,0,66.7,"Jr","1-Jul","McNeese St.",-0.145511
"284","D.J. Johnson","Rhode Island","A10",36.7,113,13,58.4,4.3,16.1,4.1,15.1,3.5,1.1,20.5,"Jr","7-Jun","Kent St.",1.03222
"285","John Newman III","Clemson","ACC",35.4,82.9,19.4,38.5,4,12.2,14.3,22.5,1.1,2.2,14.3,"Jr","5-Jun","Cincinnati",2.06659
"286","Aaron Wheeler","Purdue","B10",45.3,97,14.1,47.5,5.8,22.4,10.2,21.7,3.3,2,23,"Jr","9-Jun","St. John's",3.47148
"287","Joe Hedstrom","Wisconsin","B10",1.2,103.3,18.5,37.5,15.5,7.9,0,0,0,0,50,"So","Jul-00","Valparaiso",-3.96842
"288","Dusan Mahorcic","Illinois St.","MVC",55,102.9,23.5,59.4,12.7,21.3,9.3,20.8,1.5,2,53.7,"Jr","10-Jun","Utah",-0.595006
"289","Prosper Obidiebube","Chattanooga","SC",0.2,36.6,20,0,58,0,0,0,0,0,0,"So","8-Jun","Longwood",-25.1634
"290","Jordan King","Siena","MAAC",84.6,103.9,19.2,51.3,0.2,5.3,11.6,18.6,0.2,1.5,37.4,"So","Jun-00","East Tennessee St.",-1.28848
"291","Patrick Harding","Bryant","NEC",47.1,110.8,15.2,61.4,15.6,31,15.3,24,1.6,1.2,36.6,"So","9-Jun","Columbia",0.338279
"292","Tre Williams","Indiana St.","MVC",76.8,95.3,18.4,53.1,7.8,16.5,6.2,21.5,5.5,1.6,46.6,"So","7-Jun","Duquesne",1.643
"293","Maxwell Evans","Vanderbilt","SEC",64.6,107.4,16.9,55,2.8,12.1,13.5,15.3,0.5,2.1,29,"Sr","2-Jun","TCU",0.656946
"294","Darious Hall","DePaul","BE",46.8,84.3,17.6,38.9,6.2,18.6,9.5,19.8,0.6,2.2,28.4,"Jr","7-Jun","Central Arkansas",2.05288
"295","Dearon Tucker","Oregon St.","P12",20.9,108.2,14.7,58.1,5.8,15,4.5,24.6,5.8,1.1,72.1,"So","10-Jun","Indiana St.",2.20115
"296","Jason Whitens","Western Michigan","MAC",55.4,99.1,14.7,48.3,5.3,11.6,10.9,20,0.5,0.9,20.2,"Jr","4-Jun","Michigan St.",-0.632278
"297","Darius Beane","Northern Illinois","MAC",66.1,86.7,23,36.7,5.5,11.5,15.9,16.2,1.6,2.6,27.1,"Jr","3-Jun","Cal St. Northridge",-1.31877
"298","Colin Golson, Jr.","Siena","MAAC",36.5,96.8,14.4,58.3,3.5,14.9,2.4,22,0,1.7,16.7,"Fr","7-Jun","Eastern Michigan",-0.2615
"299","Donovan Clay","Valparaiso","MVC",83,87.6,21.7,42.6,4.4,14.8,14.6,18.3,3.6,1.1,27.5,"So","7-Jun","Missouri St.",0.291542
"300","Cedric Russell","Louisiana Lafayette","SB",83.3,104.4,24,53.5,1.3,8.6,6.9,18,0,1,25.3,"Sr","2-Jun","Ohio St.",-2.41815
"301","Chol Marial","Maryland","B10",8.3,82.1,20.1,39.6,9.1,11.5,2,18.4,11,0.6,45.8,"So","2-Jul","Oregon St.",0.70374
"302","Kadary Richmond","Syracuse","ACC",52.4,103.6,19.7,47.8,3.5,10,26,22.1,2.8,4.5,43.9,"Fr","5-Jun","Seton Hall",3.93449
"303","Jemarl Baker Jr.","Arizona","P12",33.5,110.5,18.7,50,0.7,10.5,12.1,10.6,1.3,1.2,19.4,"Jr","5-Jun","Fresno St.",0.437832
"304","Austin Richie","Tulsa","Amer",44.3,105.5,16.2,51.3,1,10.5,4.1,6,0.7,0.5,9.2,"Jr","6-Jun","Florida Gulf Coast",-0.796747
"305","Devin Askew","Kentucky","SEC",72.3,91.8,15.4,39.8,1.4,8.1,18.2,25.4,1,1.8,43.7,"Fr","3-Jun","Texas",1.33619
"306","Jalen White","Ohio","MAC",6.4,116.1,21.3,56,7.7,13.2,9.1,8.6,1.9,0.9,12,"Fr","5-Jun","Nicholls St.",-0.886126
"307","Jonathan Aku","Texas A&M","SEC",36.8,78.1,11.6,36,8.5,17.9,4.3,31.4,3.8,0.7,104,"So","10-Jun","Stephen F. Austin",0.855219
"308","John Meeks","Bucknell","Pat",39,113.6,37,54.4,7.8,16.5,20,12.7,0,1.8,45.6,"Sr","6-Jun","College of Charleston",-2.33197
"309","Jamari Wheeler","Penn St.","B10",77.3,102.6,14.1,50,2.7,13.8,19.6,23.2,0,3.2,23.6,"Sr","1-Jun","Ohio St.",2.90177
"310","Lenell Henry","Prairie View A&M","SWAC",55.7,97,18.9,48.8,11.1,18.6,8.2,22.4,5.7,1.2,26.4,"Sr","8-Jun","Alcorn St.",-0.25329
"311","Vukasin Masic","Hofstra","CAA",27.8,74.9,16.4,35.1,0.4,10.2,10.3,22,0,0.9,13.4,"Fr","5-Jun","Maine",-2.95283
"312","E.J. Anosike","Tennessee","SEC",17.5,98.8,14.9,34.2,13.4,12.1,5.6,10.3,0.6,2.5,52.6,"Sr","7-Jun","Cal St. Fullerton",1.5802
"313","Jalen Cook","LSU","SEC",12.8,112.3,20.7,53.3,2.2,8.9,18.6,17.8,0,5.9,37,"Fr","Jun-00","Tulane",4.34603
"314","De'Vondre Perry","Temple","Amer",60.9,98.3,17,49,6,13.9,10.6,15.8,2.5,1.7,21.4,"Sr","7-Jun","Albany",1.37386
"315","Marcus Carr","Minnesota","B10",88.3,106.5,28.3,45.1,2.1,10,31.5,13,0.4,2.1,42.9,"Jr","2-Jun","Texas",0.843067
"316","Luke Loewe","William & Mary","CAA",89.3,111.7,22.9,49.1,1.1,9.8,22.1,10.6,0,2.3,28,"Sr","4-Jun","Minnesota",-0.145847
"317","Ibrahima Diallo","Ohio St.","B10",0.9,70.2,22.1,0,32.9,10,0,0,10.2,0,200,"So","10-Jun","San Jose St.",-5.80881
"318","Ty Perry","Fordham","A10",37.1,91.8,24.1,43.8,1.1,11.7,12.6,12.4,0,2.1,34.7,"Jr","3-Jun","Buffalo",-0.587169
"319","Javon Franklin","Auburn","SEC",11.4,88.4,16.7,41.4,13.2,18.5,5.7,23.7,8.8,1.3,34.5,"Jr","7-Jun","South Alabama",1.44262
"320","T.J. Bickerstaff","Drexel","CAA",60.9,108.4,23,52.3,8.3,17.9,11.9,18.4,1.5,1.6,37.3,"So","9-Jun","Boston College",-0.349746
"321","Jaylen Butz","DePaul","BE",65.4,96.6,19.8,57.7,8.3,13.1,6.2,23.4,3.1,2.2,56.3,"Jr","9-Jun","Western Kentucky",1.69579
"322","Drew Buggs","Missouri","SEC",33.8,84.1,13.4,35.3,1.3,8.5,23.4,27.4,1.2,1.8,45.1,"Sr","3-Jun","Winthrop",1.31678
"323","Josh Nickelberry","Louisville","ACC",14.5,80.2,15,31.9,1,5.7,4.7,6.9,0,0,5.6,"So","4-Jun","La Salle",-1.75896
"324","Cole Swider","Villanova","BE",47.1,122.3,14.2,57.8,3.8,13.9,10.4,9.1,0.5,1.7,10.4,"Jr","9-Jun","Syracuse",1.57388
"325","Remy Martin","Arizona St.","P12",76.3,106.1,28.7,50.5,1.5,8.1,23.6,14,0.1,2,43.9,"Sr","Jun-00","Kansas",-0.655675
"326","Jamal Mashburn, Jr.","Minnesota","B10",54.6,91.4,21.2,39.9,1.1,6.6,15,12.4,0.5,1.1,22.2,"Fr","2-Jun","New Mexico",-0.585212
"327","Jordan Nesbitt","Memphis","Amer",1,50.3,30.1,37.5,0,29.8,16,50.2,0,0,0,"Fr","6-Jun","Saint Louis",-4.41542
