"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm"
"15","Keaston Willis","Incarnate Word","Slnd",74.8,95.9,30.2,48.8,1.9,13.2,13.4,15.5,0.2,1.7,34.4,"So","3-Jun","Louisiana Tech",-2.96756
"16","Konstantin Dotsenko","Tarleton St.","WAC",52,98.8,21.4,51.4,0.4,11.3,13.3,13.6,1,1.4,16.2,"So","7-Jun","Samford",-1.81329
"17","Justin Brown","South Florida","Amer",69,106.7,14.3,48.6,4.9,8.6,5.4,14.8,0.4,1,17.1,"Sr","6-Jun","UAB",-0.405207
"18","Demetric Horton","Fort Wayne","Horz",52.9,99.4,22.8,55.4,2,14.4,15.3,22.5,1.5,3.3,10.7,"Jr","5-Jun","North Carolina A&T",-0.815058
"19","Jack Hoiberg","Michigan St.","B10",3.9,59.4,20.7,15.4,2.6,5.1,19.8,12.8,0,0,53.8,"Jr","11-May","UT Arlington",-3.45305
"20","Aidan Igiehon","Louisville","ACC",5.1,115,15.7,71.4,11.2,10.8,0,9.4,2.9,1.5,114.3,"So","10-Jun","Grand Canyon",1.57154
"21","James Scott","Portland St.","BSky",75.9,92.7,30.3,45.1,5.2,14.6,23,19.2,0.2,3,36.9,"Sr","5-Jun","Eastern Michigan",0.309963
"22","Bryce Thompson","Kansas","B12",27.4,81.4,17.9,37.8,1.7,8.9,12,19.2,1,0.9,13.8,"Fr","5-Jun","Oklahoma St.",0.0687789
"23","Quinton Mincey","Mount St. Mary's","NEC",0.5,57.4,11.2,0,0,0,35.3,0,0,0,0,"Fr","6-Jun","UMass Lowell",-1.15363
"24","Daniel Akin","UMBC","AE",45.1,106.7,19.4,57.9,9.8,21.8,6.3,15.7,3.9,1,96.1,"Sr","9-Jun","Cal Baptist",0.892371
"25","Marcus Larsson","Incarnate Word","Slnd",36.1,90.1,20.2,45.5,4.4,32.7,8.3,19.3,3.1,1.5,29.9,"So","11-Jun","Illinois Chicago",-0.116001
"26","Jahcobi Neath","Wake Forest","ACC",35,78.1,19.5,39.7,1.6,11.7,21.3,34.1,0.8,1.2,27,"So","3-Jun","Wisconsin",-1.04582
"27","Terren Frank","TCU","B12",11.5,98,12.9,50,3,8.6,8.2,15.3,2.6,0.5,3.7,"Fr","8-Jun","Vanderbilt",-0.123131
"28","Kylen Milton","Western Kentucky","CUSA",4.4,78.7,28.9,43.5,2.3,17.3,4.2,23.2,0,0,30.4,"Fr","4-Jun","Arkansas Pine Bluff",-5.02853
"29","Rich Kelly","Boston College","ACC",50.4,104.7,22.4,54.5,1.1,6.8,19.5,19.1,0.3,2.1,18.8,"Sr","1-Jun","Massachusetts",-0.904649
"30","Jared Kimbrough","La Salle","A10",41.9,108.5,16,64.6,7.7,15.6,5.6,23.2,4.2,0.7,27,"Jr","8-Jun","Hartford",-0.555427
"31","Jamir Moultrie","North Carolina Central","MEAC",43.8,102.9,22.5,52.3,1.5,4.7,9.7,14.5,0.5,1.3,21.6,"Jr","11-May","Kennesaw St.",-3.21831
"32","Tyler Kolek","George Mason","A10",75.5,108.2,17.5,53.1,1.1,12.7,14,16.2,0.5,2.5,17.8,"Fr","3-Jun","Marquette",1.37701
"33","Kevin Samuel","TCU","B12",63,109.5,18.8,62.5,14.4,21.6,6.5,16.2,7,2.4,48.8,"Jr","11-Jun","Florida Gulf Coast",2.24827
"34","Akeem Odusipe","Vanderbilt","SEC",4.7,77.5,16.8,42.9,19.4,12.8,7.8,36.3,2.4,0,28.6,"Fr","9-Jun","Kent St.",-2.61233
"35","Ferron Flavors Jr.","Oklahoma St.","B12",22.8,93.2,14.9,41.2,1.2,6,3.8,7.9,0,0.8,7.7,"Sr","3-Jun","Robert Morris",-0.34298
"36","J.P. Moorman II","Temple","Amer",66.9,99.1,16.4,48.6,3.9,17.4,18.4,17.5,1,1.5,17.9,"Sr","7-Jun","UC Riverside",2.16404
"37","Abdul Ado","Mississippi St.","SEC",68.2,105.8,12.9,55.4,11.3,16.8,4.8,24.4,8.4,1.4,45.3,"Sr","11-Jun","Cincinnati",2.97583
"38","Jake LaRavia","Indiana St.","MVC",73.2,109.1,25,50.2,9.9,16.8,18.9,17.2,3.1,3.2,52.6,"So","9-Jun","Wake Forest",2.6823
"39","LaDamien Bradford","Texas A&M","SEC",13.8,48.9,8.9,10,2.4,10.1,9.2,27.5,1.4,3.1,50,"Fr","4-Jun","Louisiana Tech",2.20532
"40","Samkelo Cele","Southern","SWAC",60.4,102.7,22,51.5,3.3,15.9,5.3,16.2,0.9,3.8,38.5,"Jr","5-Jun","Marist",0.545148
"41","Jordan Sechan","Bucknell","Pat",2.5,21.4,11.9,0,0,0,12.9,0,0,4.6,0,"Sr","1-Jun","College of Charleston",-2.95834
"42","Noah Gurley","Furman","SC",73.6,109.7,26.6,56.7,5.3,17.7,17.1,16.8,4,1.6,28.2,"Jr","8-Jun","Alabama",0.235637
"43","William Douglas","SMU","Amer",20.3,88.5,20.3,44.6,5.1,7,19.1,30.1,0.8,4.1,16.2,"Jr","5-Jun","Prairie View A&M",1.71395
"44","Javon Greene","George Mason","A10",69.2,99.4,21.4,51.9,1.6,19.4,14.9,23,0.2,3.9,34.3,"Sr","2-Jun","South Florida",2.845
"45","Jaxon Knotek","North Dakota St.","Sum",18.9,95.7,21.4,48.6,3.6,16.6,4.2,16.4,1.1,1.2,15.1,"Jr","6-Jun","American",-0.776396
"46","Symir Torrence","Marquette","BE",28.8,83.1,15.8,35.2,0.4,11.1,21.6,24.8,0.3,1.3,34.4,"So","3-Jun","Syracuse",0.542648
"47","Jordan Lathon","UTEP","CUSA",59.7,83.1,16.6,38.4,2,18.4,23.1,24.7,1.8,2.6,26.8,"So","4-Jun","Milwaukee",2.63534
"48","Jason Holliday","Murray St.","OVC",21.2,42.4,7.3,26.9,1.9,11.1,3.1,48.6,2.2,1.3,84.6,"Jr","4-Jun","Southern",2.08525
"49","Dawson Garcia","Marquette","BE",74,112.1,21.4,53.2,8.8,16.3,5.7,14.6,1.7,0.5,42.1,"Fr","11-Jun","North Carolina",-0.244828
"50","Tariq Silver","Oregon St.","P12",11.9,114.6,9.4,44.2,0.8,10.1,12.3,0,0,1.2,19.2,"Jr","5-Jun","Austin Peay",0.765434
"51","Ayo Akinwole","Nebraska Omaha","Sum",76.9,118.2,19.4,58.9,1.7,11.6,19.8,15.5,0.1,1.6,31.1,"Sr","Jun-00","Drake",-0.550028
"52","Pauly Paulicap","DePaul","BE",54.9,102,17.5,55.4,12.7,16.6,1,21.5,6.5,1.3,39.6,"Sr","8-Jun","West Virginia",1.54902
"53","Trey Wade","Wichita St.","Amer",66.2,108.7,14.7,49.2,7.3,14.7,10.4,11.9,2.8,1.2,19.7,"Sr","6-Jun","Arkansas",1.39949
"54","Rocket Watts","Michigan St.","B10",56.4,87,23.3,38.2,1.6,6.7,24.4,17.3,0,0.4,16.2,"So","2-Jun","Mississippi St.",-1.7374
"55","Myles Baker","Central Connecticut","NEC",36.1,86.6,26.9,48.5,2.5,8.5,5.8,20.4,0.4,2,22,"So","3-Jun","Eastern Illinois",-4.14446
"56","Daniel Ramsey","Xavier","BE",0.5,146.4,24.3,100,28.5,26.1,0,0,0,0,50,"So","9-Jun","Tennessee Tech",3.47236
"57","Kevin Marfo","Texas A&M","SEC",29.9,97,15,46.4,12.8,23.2,4.7,28.2,4,3.1,96.4,"Sr","8-Jun","Quinnipiac",1.95567
"58","Mike Adewunmi","SIU Edwardsville","OVC",72.2,99.6,22.8,54.7,3,21.6,8,21,1.5,1.4,40.2,"Sr","5-Jun","UT Rio Grande Valley",-1.40322
"59","K.D. Johnson","Georgia","SEC",35.8,98.9,28.3,49.7,3.3,10.1,10.3,17.5,0.9,4.3,55.3,"Fr","1-Jun","Auburn",1.46298
"60","Earl Timberlake","Miami FL","ACC",17.6,88.7,24.3,46.9,6.6,14.6,18.5,29.1,2.4,3.7,55.1,"Fr","6-Jun","Memphis",1.77157
"61","Quincy Guerrier","Syracuse","ACC",81.8,114.6,20,53,9.5,18.3,5,9.5,4.1,1.4,34,"So","7-Jun","Oregon",0.0289916
"62","San Antonio Brinson","NJIT","AE",65.2,89.6,21.6,46.2,5,13,8.6,17.9,0.4,1.6,26.8,"Sr","8-Jun","Texas A&M Corpus Chris",-2.04844
"63","Ralph Agee","San Jose St.","MWC",63.6,94.9,22.1,57.1,5.2,14.3,5.2,22.9,1,0.8,45,"Sr","8-Jun","Rutgers",-2.52521
"64","Jeriah Horne","Colorado","P12",61.3,116,20.8,55.2,5.8,23,7.5,13,0.3,1.5,19.6,"Sr","7-Jun","Tulsa",1.72158
"65","Greg Calixte","George Mason","A10",17.2,77.2,17.1,60,8.6,18.3,5,36.3,2.3,0.8,52,"Sr","8-Jun","Bryant",-0.445039
"66","Jose Perez","Marquette","BE",10.3,84,17.9,40.3,1.1,5.8,6.9,17.5,1.9,0,32.3,"Jr","5-Jun","Manhattan",-1.90411
"67","Lado Laku","Texas A&M Corpus Chris","Slnd",7.1,133.2,14.3,69.2,5.7,5.8,0,6.6,8.7,1.9,76.9,"Fr","10-Jun","Cal St. Fullerton",1.84001
"68","Jack Hemphill","Boston University","Pat",39.2,100,24.5,50.5,7.4,18.6,15.1,20.6,2.3,1.7,15.7,"Jr","9-Jun","St. Francis NY",-0.893866
"69","Ian Martinez","Utah","P12",39.2,107.9,16.4,55.4,2,12.3,9.5,17.2,4.7,2.1,33.3,"Fr","3-Jun","Maryland",2.76705
"70","Gerald Liddell","Texas","B12",7.3,74.2,15.6,50,5.8,10.6,6.6,32.3,1.3,0.7,42.9,"Jr","8-Jun","Alabama St.",0.957272
"71","Chris Brandon","Detroit","Horz",44.2,142.2,10.5,74.5,12.1,18.8,4,11.6,2.7,2.1,47.1,"Jr","8-Jun","Northern Kentucky",-0.817753
"72","Darius Quisenberry","Youngstown St.","Horz",46.4,95.3,25.8,42.1,1.5,9.4,16.2,19.9,0.8,3.1,44.7,"Jr","1-Jun","Fordham",-0.509464
"73","Alfonso Plummer","Utah","P12",69.8,104.9,22.5,55.5,1.3,7.9,7.5,12.6,0.2,1.5,12.1,"Sr","1-Jun","Illinois",-0.639766
"74","Robert Hutchens","Seattle","WAC",0.4,0,13.6,0,0,0,0,0,0,0,0,"Fr","4-Jun","Northern Arizona",-8.20724
"75","DJ Harvey","Vanderbilt","SEC",45,95.3,17.4,49.6,3,14.7,4.9,19.8,1,1.4,13.7,"Sr","6-Jun","Detroit",-0.9426
"76","Darius McNeill","SMU","Amer",41.9,105.4,14.7,53.3,2.9,9,7.5,16.1,0.4,1.6,12,"Jr","3-Jun","UTSA",0.406145
"77","Calvin Wishart","Georgia Southern","SB",62.7,102.7,17.2,54.8,0.8,9.2,17.4,22,0.7,2,24.7,"So","2-Jun","UC Santa Barbara",0.714049
"78","Christian Shumate","Tulsa","Amer",3.6,75.4,21.9,71.4,12.1,22.4,0,45.4,12.5,0,14.3,"Fr","6-Jun","McNeese St.",0.303763
"79","Antwann Jones","Creighton","BE",26.1,99.2,21.4,44,5.4,16.9,20,18.2,2,1.2,35.2,"So","6-Jun","Louisiana Lafayette",1.15378
"80","Malik Muhammad","Central Michigan","MAC",46.9,98,13.9,50.8,9.4,18.4,1.9,22.7,7,1,58.7,"Jr","9-Jun","Southern Utah",-0.93206
"81","Paxson Wojcik","Loyola Chicago","MVC",5.1,118,24.5,60.9,4.6,13,15.3,12.9,0,2.1,21.7,"So","4-Jun","Brown",0.938016
"82","Samari Curtis","Evansville","MVC",37,100.5,25.2,56.4,1.4,14.6,7.1,18.3,0.6,1.7,32,"So","4-Jun","Bowling Green",-3.11131
"83","Tyson Jolly","SMU","Amer",28.5,95,20.3,50.9,4.2,17.2,5.7,20,2.4,0.6,43.1,"Sr","4-Jun","Iona",-0.0455424
"84","Mervin James","North Alabama","ASun",64.3,90.3,29.2,47.4,6,23.1,7.6,21.7,1.2,1.2,23.1,"So","7-Jun","Rider",-1.47424
"85","Jonathan Komagum","Toledo","MAC",19.2,106.6,9.1,35.3,12.5,16.6,3.8,21.6,3.7,0.5,100,"Jr","9-Jun","Sacramento St.",0.132764
"86","Jett Roesing","Duquesne","A10",0.7,0,7.8,0,0,0,0,0,0,0,0,"Fr","4-Jun","Rider",-8.26838
"87","Lance Thomas","Memphis","Amer",8.6,95.8,16.2,37.5,10.4,18.2,5.5,17.8,4.9,0,33.3,"Jr","9-Jun","South Alabama",0.901365
"88","Jarrod West","Marshall","CUSA",80.9,114.6,20.1,55.7,2.1,9.1,29.1,16.7,0.1,4,18.4,"Sr","11-May","Louisville",1.48484
"89","Khristion Courseault","Nevada","MWC",2.8,144.1,12.9,100,0,3.9,19.8,31.5,0,6.1,250,"So","2-Jun","Houston Baptist",5.96015
"90","Nysier Brooks","Miami FL","ACC",68.1,104.5,16.1,51.7,9.9,14.3,5.7,18.2,4,1.4,53.8,"Sr","Jul-00","Mississippi",0.587945
"91","Joe Pleasant","Abilene Christian","Slnd",60.3,99.2,22.4,47.9,10.3,15.1,9.8,15.8,1.4,1.8,32.5,"Jr","8-Jun","Wichita St.",-0.0272961
"92","Issac McBride","Vanderbilt","SEC",26.1,106,18.7,49.4,0.4,10.1,11.5,14.1,0.9,2.2,22.9,"Fr","1-Jun","Oral Roberts",-0.189838
"93","Damion Baugh","Memphis","Amer",45.4,89.3,12.9,44.5,2.8,11.8,16.6,30.4,1.6,2.7,26.8,"So","3-Jun","TCU",4.07697
"94","Dedric Boyd","Illinois St.","MVC",36.6,94.1,24.1,47,1.6,6.4,7.8,11.5,0.3,1.5,18.9,"Jr","4-Jun","Tennessee St.",-2.51309
"95","Koby McEwen","Marquette","BE",74.6,97.6,20.7,47.2,1.1,12,19.9,21.5,0.8,1.3,34.5,"Sr","4-Jun","Weber St.",0.623793
"96","Gethro Muscadin","Kansas","B12",2.3,77.8,7.4,50,8.1,25.1,0,28.9,8.2,0,50,"Fr","10-Jun","New Mexico",1.78088
"97","Chris Vogt","Cincinnati","Amer",48.6,93.4,16.1,56,8.6,12,11,21.7,6.1,0.6,67.9,"Sr","1-Jul","Wisconsin",1.56424
"98","AJ Bramah","Robert Morris","Horz",51.7,104.7,30.7,50.9,9.4,26.4,11,17.2,1.4,2.4,42.2,"Sr","7-Jun","Nevada",-0.897606
"99","Scott Spencer","La Salle","A10",38.3,93,19.4,51.3,4.4,13.1,6.4,20.9,0.3,1.6,10.3,"Sr","6-Jun","Tulane",-2.02984
"100","CJ Fredrick","Iowa","B10",53.5,127.8,12.3,59.2,0.8,3.6,12.3,6.9,0.6,0.8,22.4,"So","3-Jun","Kentucky",0.185773
"101","Nathaniel Stokes","Bryant","NEC",35.5,93.8,12.2,47.4,3,11.8,8,23,1.3,1.6,19,"So","8-Jun","Coppin St.",0.545138
"102","Bates Jones","Davidson","A10",29.9,116.8,11.4,45.1,6,19.2,11.6,11,0,1.5,14.6,"Sr","8-Jun","Duke",0.871426
"103","Liam McChesney","Utah St.","MWC",0.4,0,17.9,0,0,27.9,0,0,0,14.4,0,"Fr","10-Jun","Illinois St.",4.66443
"104","Simeon Kirkland","UAB","CUSA",11.2,96.7,12,52.9,8.2,15.6,1.4,28.3,1,0.5,29.4,"Jr","10-Jun","New Orleans",0.00974762
"105","Jordan Kellier","Utah","P12",3,55.5,31.5,30.8,8.6,15.9,0,24.9,3.7,0,23.1,"So","6-Jun","Siena",-4.50126
"106","Connor Harding","BYU","WCC",49.7,106.9,14.2,49.1,2.8,10.6,11.9,17,0.8,1.4,23,"Jr","6-Jun","Utah Valley",2.21609
"107","Cameron Copeland","College of Charleston","CAA",37.1,110.1,16.3,56.8,1.9,18.6,4.9,13.4,1,1.2,16.7,"Jr","7-Jun","Austin Peay",-1.22205
"108","Hugo Clarkin","San Jose St.","MWC",22.8,99.7,7.8,70.6,2.9,13.9,5.9,33.1,4,1.3,5.9,"Fr","Jul-00","Sacramento St.",0.150715
"109","Taze Moore","Cal St. Bakersfield","BW",49.8,105.7,29.8,51.8,5.4,17.5,25.8,22.8,3.4,3.7,31.2,"Sr","5-Jun","Houston",2.72705
"110","Julien Franklin","Oregon St.","P12",8.7,74.8,11.9,33.3,3.2,10.6,11.3,31.9,0,2.2,26.7,"Fr","7-Jun","Cal Poly",0.738543
"111","JaKobe Coles","Butler","BE",10.4,110.2,17.5,68.2,6.5,17.4,4.4,23.3,3.4,1.2,54.5,"Fr","7-Jun","TCU",1.36759
"112","Javon Levi","UT Rio Grande Valley","WAC",70,93.2,22.6,43.1,3.2,12.5,37.6,22.1,0,4.8,47.2,"Sr","11-May","UT Arlington",2.48403
"113","Melik Martin","Monmouth","MAAC",63.3,107.8,22.6,54.4,5.7,17.4,14.5,15.2,2.4,3,29.7,"Sr","6-Jun","Drexel",0.917184
"114","Marcus Watson","New Mexico St.","WAC",11.5,102.3,29.7,47.4,16.4,17.5,6.4,13.2,0,1.6,17.9,"Fr","6-Jun","North Carolina A&T",-3.66345
"115","Jalen Terry","Oregon","P12",20.8,103.8,14.8,51,1.1,11.6,15.5,20.4,1,2.5,9.6,"Fr","Jun-00","DePaul",1.55033
"116","Dallas Walton","Colorado","P12",30.2,120,20.2,59.5,6.8,16,6.7,17.8,5,1.9,58,"Sr","Jul-00","Wake Forest",3.61889
"117","Jermaine Harris","Rhode Island","A10",28.6,88.1,16.7,41.2,8.2,14,6.5,15.2,1.5,1,48.5,"Jr","8-Jun","New Mexico St.",-0.456983
"118","Mikey Dixon","Grand Canyon","WAC",59,104,18.5,43,1.7,8.2,10.2,10.4,0,0.5,29.3,"Sr","2-Jun","Idaho",-0.305796
"119","Devante Carter","Norfolk St.","MEAC",82.3,98.3,27.4,41.7,3.1,14.5,27.9,14.1,1.9,1.9,40.4,"Sr","3-Jun","Nicholls St.",-0.128499
"120","Payton Willis","College of Charleston","CAA",85,111.5,21,55.5,1.9,10.5,19.1,14.1,1.3,1.4,15.8,"Sr","4-Jun","Minnesota",-1.71071
"121","Chris Freeman","UT Rio Grande Valley","WAC",33.7,76.6,20.6,31.8,4.7,13,8.4,11.9,0.5,1.9,22.1,"Sr","6-Jun","Jackson St.",-2.06436
"122","C.J. Roberts","New Mexico St.","WAC",45.1,102,21.7,48.7,2.3,12.6,9.7,13.8,0.8,1.6,18.3,"Jr","1-Jun","Lamar",-0.60137
"123","Brenton Mills","Binghamton","AE",70.1,98.4,24.4,49,2.2,8.9,13.7,16.9,0.2,1.1,16.9,"So","3-Jun","Bowling Green",-3.39038
"124","Elijah Wood","Nebraska","B10",2.7,25.1,22.3,11.1,0,7.6,12.6,35.2,0,7.9,0,"Fr","5-Jun","Eastern Illinois",2.89866
"125","Trae Hannibal","South Carolina","SEC",39.5,94.5,21.9,47.8,5.9,15.9,21.7,30.6,0.3,3.2,44.9,"So","3-Jun","Murray St.",1.1719
"126","Adonis Arms","Winthrop","BSth",40,100.6,31.8,47.9,6.3,24.4,19.4,21.2,2,2.8,43.4,"Sr","6-Jun","Texas Tech",1.47191
"127","Noah Baumann","USC","P12",25.4,102.9,16,55.2,2.1,7,4.8,18.4,0.9,1.2,11.3,"Jr","6-Jun","Georgia",1.22119
"128","Tareq Coburn","Hofstra","CAA",75,120.9,19.4,56.5,3.9,9.1,5.1,11.6,2.6,2.2,48.1,"Sr","5-Jun","St. John's",-0.269915
"129","George Dixon","Eastern Illinois","OVC",38.7,83.8,18,35.5,12,15.2,8.5,16.5,2.1,4,33.6,"Sr","5-Jun","Western Illinois",0.455068
"130","Tyreek Smith","Texas Tech","B12",21.1,130.3,13.7,64.1,9.8,24.5,3.9,8.9,10.5,0.5,60.9,"Fr","7-Jun","Oklahoma St.",3.45767
"131","DeAndre Jones","Central Arkansas","Slnd",26.3,92.7,24.2,56.5,0.5,11.7,27.2,36.1,0.4,2.9,33.3,"Sr","11-May","Saint Louis",-1.26423
"132","Myron Gordon","Samford","SC",35.1,107,27.7,50.9,3.4,10.9,13.9,13.4,0,1.5,42.5,"Sr","3-Jun","Bowling Green",-1.22878
"133","Jordan Phillips","UT Arlington","SB",45.7,90.1,21.8,41.3,3.1,11.6,11.1,19.8,1.2,1.5,49.2,"Jr","7-Jun","Detroit",-2.67212
"134","C.J. Wilbourn","Milwaukee","Horz",34.8,109.3,14.1,50.8,7,9.6,4.7,13.9,1.1,0.9,31.8,"So","7-Jun","Wright St.",-1.45721
"135","Kam'ron Cunningham","Mississippi Valley St.","SWAC",52.1,72.5,23.9,43.6,1.2,10.2,8.6,22.8,1.1,1,15.4,"Jr","7-Jun","Fordham",-5.39392
"136","Chris Osten","Arizona St.","P12",37.9,110.3,9.4,59.6,7.4,9.3,2.3,13.8,4.8,0.6,48.9,"Jr","9-Jun","Northern Illinois",0.651628
"137","David Beatty","La Salle","A10",55.6,96.8,21.4,48.6,1.3,11.5,11.8,18,0.4,2,19.5,"Sr","2-Jun","North Carolina A&T",-1.50503
"138","Jack Perry","Eastern Washington","BSky",45.4,121.4,9.4,72.2,1.2,6.4,11.5,22.8,0,1.5,20.4,"Sr","2-Jun","Portland",0.951341
"139","Sam Iorio","South Alabama","SB",53.6,102,17.7,47.3,5.7,12.7,8.9,14.1,3.6,1.4,15.6,"Jr","7-Jun","Niagara",-1.4522
"140","Shavar Reynolds, Jr.","Seton Hall","BE",72.1,106.1,17.3,51.6,2.7,7.8,27.2,25.4,0.1,3.6,36.3,"Sr","2-Jun","Monmouth",2.55743
"141","Nolan Bertain","Texas A&M Corpus Chris","Slnd",69.3,113.1,13.1,57.3,1.2,7.2,6.8,13.3,0.9,1.5,25.4,"Sr","4-Jun","Idaho",-1.32754
"142","Perry Francois","Texas A&M Corpus Chris","Slnd",44.8,100,18.9,55.4,8.2,13.6,13.3,18.1,5.6,1.4,36.6,"Sr","8-Jun","Charlotte",0.300366
"143","Tre Mitchell","Massachusetts","A10",68.1,114,25.9,56.6,4.7,21.5,15.6,14.2,4.8,2.1,51.2,"So","9-Jun","Texas",2.48297
"144","Antonio Daye, Jr.","FIU","CUSA",65.1,90.3,32.4,47.7,2.5,14.6,28.2,26.2,0.3,3.8,40.4,"Jr","1-Jun","Fordham",-0.817326
"145","David Muoka","Lamar","Slnd",58.9,95.3,12.8,51.3,8,21.1,4.5,20.1,11.7,1.2,26.1,"So","10-Jun","UNLV",2.15234
"146","Chidozie Collin Nnamene","Mount St. Mary's","NEC",0.1,40.7,20,0,118.9,0,0,80.9,0,0,0,"Jr","9-Jun","Morgan St.",-21.5997
"147","Brendan Wenzel","Utah","P12",1.1,44.2,15,0,11.7,21.7,14,0,0,0,0,"Fr","7-Jun","Wyoming",-2.61738
"148","De'Sean Allen-Eikens","North Dakota","Sum",8.6,70.2,22.9,28,3.8,9.5,8.6,25,0,0.6,52,"So","6-Jun","New Orleans",-4.93283
"149","Wynston Tabbs","Boston College","ACC",40.4,96.1,26,51.2,1,10.7,14.1,21.1,0.3,0.9,26.2,"Jr","2-Jun","East Carolina",-2.63841
"150","Jaxson Robinson","Texas A&M","SEC",19.2,95.4,12.7,48.4,3.5,9.9,6.1,17.3,1,1.3,3.2,"Fr","7-Jun","Arkansas",0.127603
"151","Chanse Robinson","Buffalo","MAC",1,0,8.6,0,0,0,0,62.5,0,0,0,"Fr","1-Jun","Grambling St.",-5.0656
"152","Patrick Emilien","Western Michigan","MAC",36.8,94.8,16.7,51.4,3.6,16.4,13.1,21.6,3.6,1.6,14.3,"Jr","6-Jun","St. Francis NY",1.14129
"153","David Maynard","Colgate","Pat",21.2,96,15.1,47.2,3.4,11,6.6,16,0.7,2.8,13.9,"Sr","4-Jun","The Citadel",1.14297
"154","Gabe Watson","Tulane","Amer",62.1,90.6,18.9,41.7,1,8,16.2,9.3,1.1,1,13.4,"Jr","2-Jun","Jackson St.",-0.705382
"155","Markedric Bell","Arkansas Pine Bluff","SWAC",62.4,81.9,21.9,37.6,5.9,18.6,9.4,20.4,6.7,1.6,32.8,"Sr","8-Jun","Prairie View A&M",-1.60141
"156","Jairus Hamilton","Maryland","B10",51,106.8,16.5,57.3,2.1,10.7,6.9,13.9,0.6,0.8,33.3,"Jr","8-Jun","Western Kentucky",0.279309
"157","P.J. Byrd","Colorado St.","MWC",33,102.6,14.8,50.9,1.8,6.7,18.4,26.3,0.3,2.1,44.8,"Jr","1-Jun","Southern",1.49076
"158","Nikola Djogo","Notre Dame","ACC",44.5,128.3,11.7,65.8,4,13.4,7.7,14.3,2.3,1.2,31.6,"Sr","8-Jun","Northeastern",0.788427
"159","Jared Rodriguez","San Diego","WCC",33.6,92.3,21.8,44.3,3.9,15.5,8.7,13.3,1.1,2.3,20,"Jr","7-Jun","Idaho St.",0.101858
"160","Javonte Brown","Connecticut","BE",0.4,202.4,17.2,100,27.6,28.8,0,0,0,0,0,"Fr","Jul-00","Texas A&M",1.20096
"161","John Pettway","South Alabama","SB",87.6,97.6,18.4,53.7,4.8,7.8,10.5,23.3,1.4,2.2,29.4,"Sr","3-Jun","Tennessee Tech",-1.05313
"162","Dave Kasanganay","Navy","Pat",13.1,93.6,18,45.6,2.2,14.7,10.6,18.6,0,3.8,6.7,"So","2-Jun","East Carolina",0.823758
"163","Ryan Schwieger","Princeton","Ivy",54.2,102,24.3,53,3.3,10.4,20.7,22.6,0.5,1.6,23,"Jr","7-Jun","Loyola Chicago",-1.82557
